,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
1369,T Natarajan,2.0,7,0,9,3.5,0.0,DC,IS Bindra Stadium,30 April 2017
1370,Axar Patel,3.0,11,3,7,3.66,6.0,RCB,M. Chinnaswamy Stadium,05 May 2017
1371,Amit Mishra,3.0,11,3,10,3.66,6.0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
1372,Karn Sharma,4.0,16,4,11,4.0,6.0,KKR,M. Chinnaswamy Stadium,19 May 2017
1373,Washington Sundar,4.0,16,3,13,4.0,8.0,MI,Wankhede Stadium,16 May 2017
1374,Yuzvendra Chahal,4.0,16,3,10,4.0,8.0,KKR,Eden Gardens,23 April 2017
1375,Jaydev Unadkat,3.0,12,2,14,4.0,9.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
1376,Shane Watson,4.0,16,1,11,4.0,24.0,DC,Arun Jaitley Stadium,14 May 2017
1377,Rashid Khan,4.0,16,1,12,4.0,24.0,PBKS,IS Bindra Stadium,28 April 2017
1378,Pawan Negi,3.0,12,1,6,4.0,18.0,RPS,M. Chinnaswamy Stadium,16 April 2017
1379,Ankit Soni,4.0,16,1,13,4.0,24.0,MI,Saurashtra Cricket Association Stadium,29 April 2017
1380,Glenn Maxwell,2.0,8,1,4,4.0,12.0,MI,Wankhede Stadium,11 May 2017
1381,Ankit Soni,4.0,16,0,12,4.0,0.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
1382,Nathu Singh,2.0,8,0,6,4.0,0.0,RCB,M. Chinnaswamy Stadium,27 April 2017
1383,Andrew Tye,4.0,17,5,10,4.25,4.8,RPS,Saurashtra Cricket Association Stadium,14 April 2017
1384,Pawan Negi,4.0,17,2,9,4.25,12.0,MI,Wankhede Stadium,01 May 2017
1385,Aniket Choudhary,4.0,17,2,13,4.25,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2017
1386,Rashid Khan,4.0,17,1,10,4.25,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
1387,Ben Stokes,4.0,18,3,11,4.5,8.0,RCB,M. Chinnaswamy Stadium,16 April 2017
1388,Chris Woakes,4.0,18,3,13,4.5,8.0,RPS,Eden Gardens,03 May 2017
1389,Imran Tahir,4.0,18,3,12,4.5,8.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
1390,Amit Mishra,4.0,18,2,13,4.5,12.0,MI,Wankhede Stadium,22 April 2017
1391,Rahul Tewatia,4.0,18,2,8,4.5,12.0,KKR,IS Bindra Stadium,09 May 2017
1392,Pawan Negi,4.0,18,1,12,4.5,24.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017
1393,Rashid Khan,4.0,18,1,8,4.5,24.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1394,Sunil Narine,4.0,18,1,10,4.5,24.0,SRH,Eden Gardens,15 April 2017
1395,Hardik Pandya,2.0,9,1,3,4.5,12.0,RCB,M. Chinnaswamy Stadium,14 April 2017
1396,Karn Sharma,4.0,18,0,12,4.5,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1397,Rajat Bhatia,3.0,14,2,5,4.66,9.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
1398,Lasith Malinga,3.0,14,1,8,4.66,18.0,RPS,Wankhede Stadium,16 May 2017
1399,Shardul Thakur,3.0,14,1,9,4.66,18.0,GL,Saurashtra Cricket Association Stadium,14 April 2017
1400,Ankit Rajpoot,3.0,14,1,7,4.66,18.0,MI,Eden Gardens,13 May 2017
1401,Samuel Badree,3.0,14,0,8,4.66,0.0,PBKS,M. Chinnaswamy Stadium,05 May 2017
1402,Rahul Tewatia,3.0,14,0,10,4.66,0.0,RPS,Maharashtra Cricket Association's International Stadium,14 May 2017
1403,Bhuvneshwar Kumar,4.0,19,5,14,4.75,4.8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1404,Shardul Thakur,4.0,19,3,16,4.75,8.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
1405,Rashid Khan,4.0,19,3,11,4.75,8.0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
1406,Jaydev Unadkat,4.0,19,2,10,4.75,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1407,Rashid Khan,4.0,19,1,11,4.75,24.0,MI,Wankhede Stadium,12 April 2017
1408,Jaydev Unadkat,4.0,19,1,10,4.75,24.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
1409,Sunil Narine,4.0,19,1,14,4.75,24.0,PBKS,Eden Gardens,13 April 2017
1410,Yuzvendra Chahal,4.0,19,1,10,4.75,24.0,DC,M. Chinnaswamy Stadium,08 April 2017
1411,Sandeep Sharma,4.0,20,4,14,5.0,6.0,DC,IS Bindra Stadium,30 April 2017
1412,Nathan Coulter-Nile,4.0,20,3,10,5.0,8.0,SRH,M. Chinnaswamy Stadium,17 May 2017
1413,Pawan Negi,2.0,10,3,7,5.0,4.0,DC,Arun Jaitley Stadium,14 May 2017
1414,Bhuvneshwar Kumar,4.0,20,3,11,5.0,8.0,KKR,Eden Gardens,15 April 2017
1415,Pawan Negi,3.0,15,2,10,5.0,9.0,KKR,Eden Gardens,23 April 2017
1416,Glenn Maxwell,3.0,15,2,5,5.0,9.0,RCB,M. Chinnaswamy Stadium,05 May 2017
1417,Chris Woakes,4.0,20,2,11,5.0,12.0,PBKS,IS Bindra Stadium,09 May 2017
1418,Pat Cummins,4.0,20,2,9,5.0,12.0,MI,Wankhede Stadium,22 April 2017
1419,Dan Christian,2.0,10,2,4,5.0,6.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
1420,Mitchell McClenaghan,4.0,20,2,11,5.0,12.0,RCB,M. Chinnaswamy Stadium,14 April 2017
1421,Dan Christian,4.0,20,1,10,5.0,24.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
1422,Harbhajan Singh,4.0,20,1,7,5.0,24.0,RPS,Wankhede Stadium,24 April 2017
1423,Dwayne Smith,2.0,10,1,6,5.0,12.0,RPS,Saurashtra Cricket Association Stadium,14 April 2017
1424,Nathan Coulter-Nile,3.0,15,1,6,5.0,18.0,MI,M. Chinnaswamy Stadium,19 May 2017
1425,Sunil Narine,4.0,20,1,8,5.0,24.0,DC,Arun Jaitley Stadium,17 April 2017
1426,James Faulkner,3.0,15,1,4,5.0,18.0,RCB,M. Chinnaswamy Stadium,27 April 2017
1427,Umesh Yadav,3.0,15,1,11,5.0,18.0,RCB,Eden Gardens,23 April 2017
1428,Sunil Narine,4.0,20,0,13,5.0,0.0,SRH,M. Chinnaswamy Stadium,17 May 2017
1429,Chris Morris,4.0,21,3,16,5.25,8.0,RCB,M. Chinnaswamy Stadium,08 April 2017
1430,Bhuvneshwar Kumar,4.0,21,3,11,5.25,8.0,MI,Wankhede Stadium,12 April 2017
1431,Ben Stokes,4.0,21,2,8,5.25,12.0,MI,Wankhede Stadium,24 April 2017
1432,Pat Cummins,4.0,21,2,9,5.25,12.0,RCB,Arun Jaitley Stadium,14 May 2017
1433,Yuzvendra Chahal,4.0,21,2,12,5.25,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2017
1434,Varun Aaron,4.0,21,2,11,5.25,12.0,RCB,Holkar Cricket Stadium,10 April 2017
1435,Jasprit Bumrah,4.0,21,2,11,5.25,12.0,DC,Wankhede Stadium,22 April 2017
1436,Umesh Yadav,4.0,21,2,12,5.25,12.0,SRH,M. Chinnaswamy Stadium,17 May 2017
1437,Bhuvneshwar Kumar,4.0,21,2,8,5.25,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
1438,Pawan Negi,4.0,21,1,17,5.25,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017
1439,Shane Watson,4.0,21,1,12,5.25,24.0,DC,M. Chinnaswamy Stadium,08 April 2017
1440,Krunal Pandya,4.0,21,1,8,5.25,24.0,RCB,M. Chinnaswamy Stadium,14 April 2017
1441,Lasith Malinga,4.0,21,0,11,5.25,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1442,Sreenath Aravind,4.0,21,0,10,5.25,0.0,MI,M. Chinnaswamy Stadium,14 April 2017
1443,Sunil Narine,4.0,21,0,13,5.25,0.0,MI,M. Chinnaswamy Stadium,19 May 2017
1444,Moises Henriques,2.5,15,0,7,5.29,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1445,Amit Mishra,3.0,16,1,9,5.33,18.0,PBKS,Arun Jaitley Stadium,15 April 2017
1446,Sandeep Sharma,4.0,22,3,15,5.5,8.0,RCB,M. Chinnaswamy Stadium,05 May 2017
1447,Nathan Coulter-Nile,4.0,22,3,12,5.5,8.0,DC,Arun Jaitley Stadium,17 April 2017
1448,Harbhajan Singh,4.0,22,3,15,5.5,8.0,DC,Arun Jaitley Stadium,06 May 2017
1449,Hardik Pandya,4.0,22,2,9,5.5,12.0,KKR,Eden Gardens,13 May 2017
1450,Axar Patel,4.0,22,2,12,5.5,12.0,DC,IS Bindra Stadium,30 April 2017
1451,Praveen Kumar,4.0,22,2,13,5.5,12.0,SRH,Green Park,13 May 2017
1452,Sunil Narine,4.0,22,1,12,5.5,24.0,MI,Wankhede Stadium,09 April 2017
1453,Yuzvendra Chahal,4.0,22,1,5,5.5,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1454,Rashid Khan,4.0,22,1,11,5.5,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
1455,Suresh Raina,2.0,11,1,4,5.5,12.0,KKR,Eden Gardens,21 April 2017
1456,Harbhajan Singh,4.0,22,1,9,5.5,24.0,GL,Wankhede Stadium,16 April 2017
1457,Rashid Khan,2.0,11,0,5,5.5,0.0,KKR,M. Chinnaswamy Stadium,17 May 2017
1458,Krunal Pandya,4.0,22,0,9,5.5,0.0,RPS,Wankhede Stadium,16 May 2017
1459,Mohammad Nabi,3.0,17,0,8,5.66,0.0,GL,Green Park,13 May 2017
1460,Adam Zampa,3.5,22,2,8,5.73,11.5,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
1461,Chris Morris,4.0,23,3,8,5.75,8.0,PBKS,Arun Jaitley Stadium,15 April 2017
1462,Harbhajan Singh,4.0,23,2,14,5.75,12.0,SRH,Wankhede Stadium,12 April 2017
1463,Pat Cummins,4.0,23,2,9,5.75,12.0,PBKS,Arun Jaitley Stadium,15 April 2017
1464,Harbhajan Singh,4.0,23,1,11,5.75,24.0,GL,Saurashtra Cricket Association Stadium,29 April 2017
1465,Avesh Khan,4.0,23,1,11,5.75,24.0,DC,Arun Jaitley Stadium,14 May 2017
1466,Kuldeep Yadav,4.0,23,1,12,5.75,24.0,SRH,Eden Gardens,15 April 2017
1467,Amit Mishra,4.0,23,1,9,5.75,24.0,SRH,Arun Jaitley Stadium,02 May 2017
1468,Shahbaz Nadeem,4.0,23,1,10,5.75,24.0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
1469,Umesh Yadav,4.0,23,1,10,5.75,24.0,RPS,Eden Gardens,03 May 2017
1470,Harbhajan Singh,4.0,23,0,8,5.75,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
1471,Ishant Sharma,4.0,23,0,9,5.75,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1472,Harbhajan Singh,4.0,23,0,11,5.75,0.0,RCB,M. Chinnaswamy Stadium,14 April 2017
1473,Mitchell Johnson,4.0,23,0,14,5.75,0.0,DC,Wankhede Stadium,22 April 2017
1474,Mitchell McClenaghan,4.0,24,3,11,6.0,8.0,DC,Wankhede Stadium,22 April 2017
1475,Jasprit Bumrah,4.0,24,3,9,6.0,8.0,SRH,Wankhede Stadium,12 April 2017
1476,Krunal Pandya,4.0,24,3,8,6.0,8.0,KKR,Wankhede Stadium,09 April 2017
1477,Siddarth Kaul,4.0,24,3,8,6.0,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
1478,Kagiso Rabada,3.2,20,2,8,6.0,10.0,KKR,Eden Gardens,28 April 2017
1479,Mitchell McClenaghan,4.0,24,2,12,6.0,12.0,GL,Wankhede Stadium,16 April 2017
1480,KC Cariappa,4.0,24,2,8,6.0,12.0,GL,Saurashtra Cricket Association Stadium,23 April 2017
1481,Mohit Sharma,4.0,24,2,8,6.0,12.0,RCB,M. Chinnaswamy Stadium,05 May 2017
1482,Jaydev Unadkat,4.0,24,1,10,6.0,24.0,MI,Wankhede Stadium,16 May 2017
1483,Dhawal Kulkarni,4.0,24,1,9,6.0,24.0,PBKS,IS Bindra Stadium,07 May 2017
1484,Jasprit Bumrah,4.0,24,1,9,6.0,24.0,PBKS,Wankhede Stadium,11 May 2017
1485,Shahbaz Nadeem,2.0,12,1,4,6.0,12.0,RCB,Arun Jaitley Stadium,14 May 2017
1486,Ben Stokes,4.0,24,1,9,6.0,24.0,KKR,Eden Gardens,03 May 2017
1487,Imran Tahir,4.0,24,1,11,6.0,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1488,Imran Tahir,4.0,24,1,7,6.0,24.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017
1489,Krunal Pandya,3.0,18,0,4,6.0,0.0,GL,Wankhede Stadium,16 April 2017
1490,Sandeep Sharma,2.0,12,0,5,6.0,0.0,RPS,Maharashtra Cricket Association's International Stadium,14 May 2017
1491,Harbhajan Singh,2.0,12,0,4,6.0,0.0,PBKS,Holkar Cricket Stadium,20 April 2017
1492,Rashid Khan,4.0,24,0,7,6.0,0.0,DC,Arun Jaitley Stadium,02 May 2017
1493,Washington Sundar,2.0,12,0,8,6.0,0.0,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
1494,Shardul Thakur,2.0,12,0,6,6.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1495,Bipul Sharma,4.0,24,0,7,6.0,0.0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
1496,Ben Stokes,3.0,18,0,8,6.0,0.0,GL,Saurashtra Cricket Association Stadium,14 April 2017
1497,Zaheer Khan,4.0,25,2,7,6.25,12.0,RPS,Arun Jaitley Stadium,12 May 2017
1498,Mohit Sharma,4.0,25,2,10,6.25,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1499,Jaydev Unadkat,4.0,25,2,12,6.25,12.0,RCB,M. Chinnaswamy Stadium,16 April 2017
1500,Lungi Ngidi,4.0,10,4,16,2.5,6.0,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
1501,Rashid Khan,4.0,11,2,14,2.75,12.0,CSK,Wankhede Stadium,22 May 2018
1502,Rashid Khan,4.0,11,2,16,2.75,12.0,MI,Wankhede Stadium,24 April 2018
1503,Yuzvendra Chahal,2.0,6,1,6,3.0,12.0,PBKS,Holkar Cricket Stadium,14 May 2018
1504,Sandeep Sharma,3.0,9,1,14,3.0,18.0,MI,Wankhede Stadium,24 April 2018
1505,Krishnappa Gowtham,2.0,6,1,6,3.0,12.0,RCB,Sawai Mansingh Stadium,19 May 2018
1506,Ravindra Jadeja,4.0,13,1,14,3.25,24.0,SRH,Wankhede Stadium,22 May 2018
1507,Rashid Khan,4.0,13,1,18,3.25,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1508,Ankit Rajpoot,4.0,14,5,17,3.5,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1509,Ish Sodhi,4.0,14,1,12,3.5,24.0,PBKS,Sawai Mansingh Stadium,08 May 2018
1510,Ben Stokes,4.0,15,3,14,3.75,8.0,KKR,Eden Gardens,15 May 2018
1511,Deepak Chahar,4.0,15,3,17,3.75,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
1512,Jasprit Bumrah,4.0,15,3,11,3.75,8.0,PBKS,Wankhede Stadium,16 May 2018
1513,Sandeep Sharma,4.0,15,1,14,3.75,24.0,RR,Sawai Mansingh Stadium,29 April 2018
1514,Ish Sodhi,4.0,15,0,11,3.75,0.0,KKR,Eden Gardens,23 May 2018
1515,Krunal Pandya,3.1,12,2,12,3.78,9.5,KKR,Eden Gardens,09 May 2018
1516,Shreyas Gopal,4.0,16,4,10,4.0,6.0,RCB,Sawai Mansingh Stadium,19 May 2018
1517,Andrew Tye,4.0,16,4,15,4.0,6.0,MI,Wankhede Stadium,16 May 2018
1518,Krishnappa Gowtham,3.0,12,2,10,4.0,9.0,PBKS,Sawai Mansingh Stadium,08 May 2018
1519,Jofra Archer,4.0,16,2,14,4.0,12.0,MI,Wankhede Stadium,13 May 2018
1520,Colin de Grandhomme,2.0,8,1,6,4.0,12.0,PBKS,Holkar Cricket Stadium,14 May 2018
1521,Colin de Grandhomme,4.0,16,1,11,4.0,24.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018
1522,Deepak Chahar,4.0,16,1,14,4.0,24.0,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
1523,Liam Plunkett,4.0,17,3,12,4.25,8.0,PBKS,Arun Jaitley Stadium,23 April 2018
1524,Sunil Narine,4.0,17,2,11,4.25,12.0,SRH,Eden Gardens,14 April 2018
1525,Sandeep Sharma,4.0,17,2,13,4.25,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1526,Siddarth Kaul,4.0,17,2,11,4.25,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1527,Mujeeb Ur Rahman,4.0,17,1,11,4.25,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1528,Sunil Narine,4.0,17,1,9,4.25,24.0,CSK,Chidambaram,10 April 2018
1529,Bhuvneshwar Kumar,4.0,17,0,16,4.25,0.0,CSK,Wankhede Stadium,27 May 2018
1530,Andre Russell,3.0,13,2,8,4.33,9.0,RR,Eden Gardens,15 May 2018
1531,Shane Watson,3.0,13,1,9,4.33,18.0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
1532,Bhuvneshwar Kumar,3.1,14,1,12,4.42,19.0,CSK,Wankhede Stadium,22 May 2018
1533,Ravindra Jadeja,4.0,18,3,8,4.5,8.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
1534,Krishnappa Gowtham,4.0,18,2,10,4.5,12.0,SRH,Sawai Mansingh Stadium,29 April 2018
1535,Kuldeep Yadav,4.0,18,1,13,4.5,24.0,RR,Eden Gardens,23 May 2018
1536,Piyush Chawla,4.0,18,1,10,4.5,24.0,RR,Sawai Mansingh Stadium,18 April 2018
1537,D'Arcy Short,2.0,9,0,7,4.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1538,Lungi Ngidi,3.0,14,2,10,4.66,9.0,DC,Arun Jaitley Stadium,18 May 2018
1539,Deepak Chahar,3.0,14,1,12,4.66,18.0,MI,Wankhede Stadium,07 April 2018
1540,Rashid Khan,4.0,19,3,12,4.75,8.0,KKR,Eden Gardens,25 May 2018
1541,Rashid Khan,4.0,19,3,11,4.75,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1542,Amit Mishra,4.0,19,3,13,4.75,8.0,MI,Arun Jaitley Stadium,20 May 2018
1543,Hardik Pandya,4.0,19,2,13,4.75,12.0,KKR,Wankhede Stadium,06 May 2018
1544,Amit Mishra,4.0,19,2,9,4.75,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
1545,Ankit Rajpoot,4.0,19,2,18,4.75,12.0,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018
1546,Ravindra Jadeja,4.0,19,1,10,4.75,24.0,DC,Arun Jaitley Stadium,18 May 2018
1547,Jasprit Bumrah,4.0,19,1,11,4.75,24.0,PBKS,Holkar Cricket Stadium,04 May 2018
1548,Ravichandran Ashwin,4.0,19,0,8,4.75,0.0,DC,Arun Jaitley Stadium,23 April 2018
1549,Mustafizur Rahman,3.4,18,1,12,4.9,22.0,SRH,Wankhede Stadium,24 April 2018
1550,Kuldeep Yadav,4.0,20,4,8,5.0,6.0,RR,Eden Gardens,15 May 2018
1551,Shreyas Gopal,4.0,20,3,12,5.0,8.0,CSK,Maharashtra Cricket Association's International Stadium,20 April 2018
1552,Umesh Yadav,3.0,15,2,13,5.0,9.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018
1553,Krishnappa Gowtham,3.0,15,2,10,5.0,9.0,KKR,Eden Gardens,23 May 2018
1554,Mayank Markande,3.0,15,2,10,5.0,9.0,SRH,Wankhede Stadium,24 April 2018
1555,Trent Boult,4.0,20,2,12,5.0,12.0,CSK,Arun Jaitley Stadium,18 May 2018
1556,Sunil Narine,4.0,20,2,10,5.0,12.0,CSK,Eden Gardens,03 May 2018
1557,Amit Mishra,4.0,20,2,12,5.0,12.0,CSK,Arun Jaitley Stadium,18 May 2018
1558,Sandeep Sharma,4.0,20,1,10,5.0,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
1559,Kuldeep Yadav,4.0,20,1,11,5.0,24.0,RCB,M. Chinnaswamy Stadium,29 April 2018
1560,Lungi Ngidi,4.0,20,1,10,5.0,24.0,SRH,Wankhede Stadium,22 May 2018
1561,Piyush Chawla,4.0,20,1,10,5.0,24.0,SRH,Eden Gardens,14 April 2018
1562,Andre Russell,2.0,10,0,2,5.0,0.0,RCB,Eden Gardens,08 April 2018
1563,Krunal Pandya,2.0,10,0,3,5.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1564,Harbhajan Singh,3.5,20,1,7,5.21,23.0,MI,Maharashtra Cricket Association's International Stadium,28 April 2018
1565,Billy Stanlake,4.0,21,2,15,5.25,12.0,KKR,Eden Gardens,14 April 2018
1566,Shakib Al Hasan,4.0,21,2,11,5.25,12.0,KKR,Eden Gardens,14 April 2018
1567,Mujeeb Ur Rahman,4.0,21,2,8,5.25,12.0,RR,Sawai Mansingh Stadium,08 May 2018
1568,Sandeep Lamichhane,4.0,21,1,10,5.25,24.0,CSK,Arun Jaitley Stadium,18 May 2018
1569,Ish Sodhi,4.0,21,1,11,5.25,24.0,KKR,Eden Gardens,15 May 2018
1570,Axar Patel,4.0,21,1,7,5.25,24.0,RR,Holkar Cricket Stadium,06 May 2018
1571,Hardik Pandya,3.0,16,2,11,5.33,9.0,KKR,Eden Gardens,09 May 2018
1572,Shakib Al Hasan,3.0,16,1,8,5.33,18.0,MI,Wankhede Stadium,24 April 2018
1573,Shakib Al Hasan,3.0,16,1,6,5.33,18.0,KKR,Eden Gardens,25 May 2018
1574,Jofra Archer,4.0,22,3,13,5.5,8.0,MI,Sawai Mansingh Stadium,22 April 2018
1575,Harbhajan Singh,4.0,22,2,11,5.5,12.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
1576,Shreyas Gopal,4.0,22,2,11,5.5,12.0,RCB,M. Chinnaswamy Stadium,15 April 2018
1577,Washington Sundar,4.0,22,2,8,5.5,12.0,PBKS,M. Chinnaswamy Stadium,13 April 2018
1578,Yuzvendra Chahal,4.0,22,2,12,5.5,12.0,RR,M. Chinnaswamy Stadium,15 April 2018
1579,Nitish Rana,2.0,11,2,4,5.5,6.0,RR,Sawai Mansingh Stadium,18 April 2018
1580,Shardul Thakur,4.0,22,1,14,5.5,24.0,RR,Sawai Mansingh Stadium,11 May 2018
1581,Krunal Pandya,2.0,11,1,5,5.5,12.0,DC,Arun Jaitley Stadium,20 May 2018
1582,Harbhajan Singh,2.0,11,1,5,5.5,12.0,KKR,Chidambaram,10 April 2018
1583,Jasprit Bumrah,4.0,22,1,9,5.5,24.0,RCB,M. Chinnaswamy Stadium,01 May 2018
1584,Barinder Sran,4.0,22,0,11,5.5,0.0,SRH,IS Bindra Stadium,19 April 2018
1585,Mohammed Siraj,3.0,17,1,10,5.66,18.0,PBKS,Holkar Cricket Stadium,14 May 2018
1586,Murugan Ashwin,3.0,17,1,12,5.66,18.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018
1587,Jasprit Bumrah,3.0,17,1,10,5.66,18.0,KKR,Eden Gardens,09 May 2018
1588,Dan Christian,3.0,17,1,8,5.66,18.0,PBKS,Arun Jaitley Stadium,23 April 2018
1589,Mayank Markande,4.0,23,4,11,5.75,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1590,Umesh Yadav,4.0,23,3,13,5.75,8.0,PBKS,M. Chinnaswamy Stadium,13 April 2018
1591,Mayank Markande,4.0,23,3,11,5.75,8.0,CSK,Wankhede Stadium,07 April 2018
1592,Umesh Yadav,4.0,23,3,15,5.75,8.0,PBKS,Holkar Cricket Stadium,14 May 2018
1593,Siddarth Kaul,4.0,23,3,13,5.75,8.0,MI,Wankhede Stadium,24 April 2018
1594,Shakib Al Hasan,4.0,23,2,9,5.75,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1595,Ankit Rajpoot,4.0,23,2,15,5.75,12.0,DC,Arun Jaitley Stadium,23 April 2018
1596,Krishnappa Gowtham,4.0,23,2,12,5.75,12.0,KKR,Sawai Mansingh Stadium,18 April 2018
1597,Amit Mishra,4.0,23,2,10,5.75,12.0,KKR,Arun Jaitley Stadium,27 April 2018
1598,Andrew Tye,4.0,23,2,10,5.75,12.0,SRH,IS Bindra Stadium,19 April 2018
1599,Rashid Khan,4.0,23,2,9,5.75,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
1600,Siddarth Kaul,4.0,23,2,8,5.75,12.0,RR,Sawai Mansingh Stadium,29 April 2018
1601,Kuldeep Yadav,4.0,23,1,8,5.75,24.0,SRH,Eden Gardens,14 April 2018
1602,Kuldeep Yadav,4.0,23,1,9,5.75,24.0,RR,Sawai Mansingh Stadium,18 April 2018
1603,Ravichandran Ashwin,4.0,23,1,4,5.75,24.0,DC,IS Bindra Stadium,08 April 2018
1604,Rashid Khan,4.0,23,1,11,5.75,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1605,Umesh Yadav,4.0,23,1,12,5.75,24.0,CSK,M. Chinnaswamy Stadium,25 April 2018
1606,Harshal Patel,4.0,23,1,10,5.75,24.0,CSK,Arun Jaitley Stadium,18 May 2018
1607,Sunil Narine,4.0,23,1,10,5.75,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
1608,Yuzvendra Chahal,4.0,23,0,14,5.75,0.0,MI,M. Chinnaswamy Stadium,01 May 2018
1609,Ravichandran Ashwin,4.0,23,0,7,5.75,0.0,MI,Holkar Cricket Stadium,04 May 2018
1610,Sunil Narine,3.0,18,3,6,6.0,6.0,DC,Eden Gardens,16 April 2018
1611,Mustafizur Rahman,4.0,24,3,10,6.0,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1612,Rahul Tewatia,3.0,18,3,10,6.0,6.0,KKR,Eden Gardens,16 April 2018
1613,Hardik Pandya,4.0,24,3,12,6.0,8.0,CSK,Wankhede Stadium,07 April 2018
1614,Shakib Al Hasan,3.0,18,2,7,6.0,9.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1615,Ravichandran Ashwin,3.0,18,2,5,6.0,9.0,MI,Wankhede Stadium,16 May 2018
1616,Piyush Chawla,4.0,24,2,7,6.0,12.0,RR,Eden Gardens,23 May 2018
1617,Andrew Tye,4.0,24,2,7,6.0,12.0,RR,Holkar Cricket Stadium,06 May 2018
1618,Shardul Thakur,3.0,18,2,9,6.0,9.0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
1619,Basil Thampi,2.2,14,2,6,6.0,7.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1620,Andre Russell,2.0,12,2,5,6.0,6.0,MI,Wankhede Stadium,06 May 2018
