,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1502,Shivam Mavi,4.0,58,1,24.0,DC,Arun Jaitley Stadium,27 April 2018
1503,Corey Anderson,3.4,58,0,0.0,CSK,M. Chinnaswamy Stadium,25 April 2018
1504,Prasidh Krishna,4.0,56,0,0.0,SRH,Eden Gardens,25 May 2018
1505,Mustafizur Rahman,4.0,55,0,0.0,RCB,Wankhede Stadium,17 April 2018
1506,Rashid Khan,4.0,55,1,24.0,PBKS,IS Bindra Stadium,19 April 2018
1507,Ravichandran Ashwin,4.0,53,0,0.0,SRH,IS Bindra Stadium,19 April 2018
1508,Mohammad Shami,4.0,53,1,24.0,KKR,Eden Gardens,16 April 2018
1509,Axar Patel,4.0,52,0,0.0,KKR,Holkar Cricket Stadium,12 May 2018
1510,Dwayne Bravo,4.0,52,0,0.0,DC,Arun Jaitley Stadium,18 May 2018
1511,Javon Searles,4.0,52,1,24.0,PBKS,Holkar Cricket Stadium,12 May 2018
1512,Sandeep Sharma,4.0,52,1,24.0,CSK,Wankhede Stadium,27 May 2018
1513,Hardik Pandya,4.0,52,2,12.0,RR,Wankhede Stadium,13 May 2018
1514,Liam Plunkett,3.0,52,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
1515,Mitchell Johnson,4.0,51,0,0.0,CSK,Eden Gardens,03 May 2018
1516,Bhuvneshwar Kumar,4.0,51,1,24.0,DC,Arun Jaitley Stadium,10 May 2018
1517,Harshal Patel,4.0,51,1,24.0,RCB,Arun Jaitley Stadium,12 May 2018
1518,Mohit Sharma,4.0,51,2,12.0,SRH,IS Bindra Stadium,19 April 2018
1519,Shardul Thakur,4.0,50,1,24.0,SRH,Wankhede Stadium,22 May 2018
1520,Barinder Sran,4.0,50,2,12.0,KKR,Eden Gardens,21 April 2018
1521,Dwayne Bravo,3.0,50,0,0.0,KKR,Chidambaram,10 April 2018
1522,Mark Wood,4.0,49,0,0.0,MI,Wankhede Stadium,07 April 2018
1523,Piyush Chawla,4.0,49,1,24.0,CSK,Chidambaram,10 April 2018
1524,Rashid Khan,4.0,49,1,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
1525,Mohammed Siraj,4.0,48,0,0.0,CSK,M. Chinnaswamy Stadium,25 April 2018
1526,Trent Boult,4.0,48,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
1527,Siddarth Kaul,4.0,48,0,0.0,DC,Arun Jaitley Stadium,10 May 2018
1528,Sunil Narine,4.0,48,0,0.0,RR,Sawai Mansingh Stadium,18 April 2018
1529,Washington Sundar,4.0,48,1,24.0,KKR,Eden Gardens,08 April 2018
1530,Piyush Chawla,4.0,48,3,8.0,MI,Eden Gardens,09 May 2018
1531,Barinder Sran,3.0,48,1,18.0,KKR,Holkar Cricket Stadium,12 May 2018
1532,Andrew Tye,4.0,47,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018
1533,Akila Dananjaya,4.0,47,0,0.0,DC,Wankhede Stadium,14 April 2018
1534,David Willey,4.0,47,1,24.0,RR,Sawai Mansingh Stadium,11 May 2018
1535,Mohit Sharma,4.0,47,1,24.0,CSK,IS Bindra Stadium,15 April 2018
1536,Chris Woakes,4.0,47,2,12.0,RR,M. Chinnaswamy Stadium,15 April 2018
1537,Corey Anderson,4.0,47,2,12.0,MI,Wankhede Stadium,17 April 2018
1538,Andrew Tye,4.0,47,2,12.0,CSK,IS Bindra Stadium,15 April 2018
1539,Avesh Khan,3.0,47,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
1540,Amit Mishra,4.0,46,0,0.0,PBKS,IS Bindra Stadium,08 April 2018
1541,Ankit Rajpoot,4.0,46,1,24.0,MI,Wankhede Stadium,16 May 2018
1542,Mohammed Siraj,4.0,46,1,24.0,DC,Arun Jaitley Stadium,12 May 2018
1543,Ben Laughlin,4.0,46,1,24.0,RCB,M. Chinnaswamy Stadium,15 April 2018
1544,Dwayne Bravo,4.0,46,1,24.0,SRH,Wankhede Stadium,27 May 2018
1545,Shardul Thakur,4.0,46,2,12.0,RCB,M. Chinnaswamy Stadium,25 April 2018
1546,Jaydev Unadkat,4.0,46,3,8.0,DC,Arun Jaitley Stadium,02 May 2018
1547,Tim Southee,4.0,45,0,0.0,SRH,M. Chinnaswamy Stadium,17 May 2018
1548,Shardul Thakur,4.0,45,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
1549,Barinder Sran,4.0,45,1,24.0,DC,Arun Jaitley Stadium,23 April 2018
1550,Mohit Sharma,3.3,45,0,0.0,RCB,M. Chinnaswamy Stadium,13 April 2018
1551,Shivam Mavi,4.0,44,1,24.0,RR,Eden Gardens,15 May 2018
1552,Mitchell McClenaghan,4.0,44,1,24.0,CSK,Wankhede Stadium,07 April 2018
1553,Imran Tahir,4.0,44,1,24.0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
1554,Hardik Pandya,4.0,44,1,24.0,PBKS,Holkar Cricket Stadium,04 May 2018
1555,Sunil Narine,4.0,44,1,24.0,PBKS,Holkar Cricket Stadium,12 May 2018
1556,Siddarth Kaul,4.0,44,2,12.0,RCB,M. Chinnaswamy Stadium,17 May 2018
1557,Trent Boult,4.0,44,2,12.0,KKR,Arun Jaitley Stadium,27 April 2018
1558,Jofra Archer,4.0,43,0,0.0,KKR,Eden Gardens,15 May 2018
1559,Chris Morris,4.0,43,0,0.0,RCB,M. Chinnaswamy Stadium,21 April 2018
1560,Mohammed Siraj,4.0,43,1,24.0,SRH,M. Chinnaswamy Stadium,17 May 2018
1561,Dhawal Kulkarni,4.0,43,1,24.0,MI,Wankhede Stadium,13 May 2018
1562,Shahbaz Nadeem,4.0,43,1,24.0,KKR,Eden Gardens,16 April 2018
1563,Trent Boult,3.5,43,0,0.0,SRH,Arun Jaitley Stadium,10 May 2018
1564,Jofra Archer,3.4,43,1,22.0,PBKS,Holkar Cricket Stadium,06 May 2018
1565,Siddarth Kaul,3.0,43,0,0.0,CSK,Wankhede Stadium,27 May 2018
1566,Dwayne Bravo,3.0,43,0,0.0,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
1567,Kuldeep Yadav,3.0,43,0,0.0,MI,Eden Gardens,09 May 2018
1568,Marcus Stoinis,3.0,43,1,18.0,MI,Wankhede Stadium,16 May 2018
1569,KM Asif,3.0,43,2,9.0,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
1570,Hardik Pandya,4.0,42,0,0.0,PBKS,Wankhede Stadium,16 May 2018
1571,Mitchell Johnson,4.0,42,0,0.0,DC,Arun Jaitley Stadium,27 April 2018
1572,Jofra Archer,4.0,42,2,12.0,CSK,Sawai Mansingh Stadium,11 May 2018
1573,Billy Stanlake,4.0,42,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1574,Mayank Markande,3.0,42,0,0.0,DC,Wankhede Stadium,14 April 2018
1575,Tim Southee,4.0,41,0,0.0,DC,Arun Jaitley Stadium,12 May 2018
1576,Shane Watson,4.0,41,0,0.0,MI,Maharashtra Cricket Association's International Stadium,28 April 2018
1577,Liam Plunkett,4.0,41,0,0.0,SRH,Arun Jaitley Stadium,10 May 2018
1578,Shakib Al Hasan,4.0,41,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
1579,Prasidh Krishna,4.0,41,1,24.0,MI,Eden Gardens,09 May 2018
1580,Harbhajan Singh,4.0,41,1,24.0,PBKS,IS Bindra Stadium,15 April 2018
1581,Chris Morris,4.0,41,2,12.0,KKR,Eden Gardens,16 April 2018
1582,Andre Russell,4.0,41,3,8.0,PBKS,Holkar Cricket Stadium,12 May 2018
1583,Andrew Tye,4.0,41,4,6.0,KKR,Holkar Cricket Stadium,12 May 2018
1584,Ben Cutting,4.0,40,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1585,Chris Woakes,4.0,40,0,0.0,DC,M. Chinnaswamy Stadium,21 April 2018
1586,Sandeep Sharma,4.0,40,1,24.0,RCB,M. Chinnaswamy Stadium,17 May 2018
1587,Shivam Mavi,4.0,40,1,24.0,RR,Sawai Mansingh Stadium,18 April 2018
1588,Mohit Sharma,4.0,40,1,24.0,KKR,Holkar Cricket Stadium,12 May 2018
1589,Mohammed Siraj,4.0,40,2,12.0,KKR,M. Chinnaswamy Stadium,29 April 2018
1590,Trent Boult,4.0,40,2,12.0,RCB,Arun Jaitley Stadium,12 May 2018
1591,Siddarth Kaul,3.0,40,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
1592,Kulwant Khejroliya,3.0,40,0,0.0,RR,M. Chinnaswamy Stadium,15 April 2018
1593,Jaydev Unadkat,4.0,39,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,20 April 2018
1594,Prasidh Krishna,4.0,39,0,0.0,MI,Wankhede Stadium,06 May 2018
1595,Sunil Narine,4.0,39,0,0.0,RR,Eden Gardens,23 May 2018
1596,Dwayne Bravo,4.0,39,1,24.0,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
1597,Ravindra Jadeja,4.0,39,1,24.0,KKR,Eden Gardens,03 May 2018
1598,Hardik Pandya,4.0,39,1,24.0,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
1599,Dwayne Bravo,4.0,39,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
1600,Shane Watson,4.0,39,2,12.0,KKR,Chidambaram,10 April 2018
1601,Trent Boult,4.0,39,2,12.0,MI,Wankhede Stadium,14 April 2018
1602,Mustafizur Rahman,3.5,39,1,23.0,CSK,Wankhede Stadium,07 April 2018
1603,Andre Russell,3.0,39,0,0.0,SRH,Eden Gardens,14 April 2018
