,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
316,Shane Watson,4.0,47,2,12.0,CSK,Chidambaram,03 April 2010
317,Ishant Sharma,4.0,46,0,0.0,RCB,M. Chinnaswamy Stadium,10 April 2010
318,Pradeep Sangwan,4.0,46,0,0.0,CSK,Arun Jaitley Stadium,19 March 2010
319,Ali Murtaza,4.0,46,1,24.0,RR,Brabourne Stadium,13 March 2010
320,Shaun Tait,4.0,46,1,24.0,MI,Brabourne Stadium,13 March 2010
321,Albie Morkel,4.0,46,2,12.0,RR,Narendra Modi Stadium,28 March 2010
322,Sudeep Tyagi,4.0,45,0,0.0,RR,Chidambaram,03 April 2010
323,Zaheer Khan,4.0,45,0,0.0,CSK,Brabourne Stadium,25 March 2010
324,Irfan Pathan,4.0,45,0,0.0,RR,IS Bindra Stadium,24 March 2010
325,Praveen Kumar,4.0,45,0,0.0,DC,M. Chinnaswamy Stadium,25 March 2010
326,Jacques Kallis,4.0,45,1,24.0,PBKS,IS Bindra Stadium,02 April 2010
327,Kieron Pollard,4.0,45,1,24.0,CSK,DY Patil Stadium,25 April 2010
328,Shaun Tait,4.0,44,0,0.0,CSK,Chidambaram,03 April 2010
329,Yusuf Pathan,4.0,44,0,0.0,CSK,Chidambaram,03 April 2010
330,Ajantha Mendis,4.0,44,0,0.0,RCB,M. Chinnaswamy Stadium,10 April 2010
331,Amit Mishra,4.0,44,1,24.0,MI,Arun Jaitley Stadium,17 March 2010
332,Sarabjit Ladda,4.0,44,2,12.0,MI,Arun Jaitley Stadium,17 March 2010
333,Shadab Jakati,4.0,44,2,12.0,DEC,DY Patil Stadium,22 April 2010
334,Harbhajan Singh,4.0,44,2,12.0,RCB,DY Patil Stadium,21 April 2010
335,Ishant Sharma,4.0,44,2,12.0,MI,Brabourne Stadium,22 March 2010
336,Irfan Pathan,3.4,44,0,0.0,CSK,HPCA Stadium,18 April 2010
337,Ryan McLaren,4.0,43,0,0.0,RR,Brabourne Stadium,13 March 2010
338,Joginder Sharma,4.0,43,1,24.0,DC,Arun Jaitley Stadium,19 March 2010
339,Juan Theron,4.0,43,1,24.0,CSK,HPCA Stadium,18 April 2010
340,Praveen Kumar,4.0,43,1,24.0,PBKS,M. Chinnaswamy Stadium,16 March 2010
341,RP Singh,4.0,43,1,24.0,PBKS,Barabati Stadium,19 March 2010
342,Munaf Patel,4.0,43,1,24.0,PBKS,IS Bindra Stadium,24 March 2010
343,Dale Steyn,4.0,43,2,12.0,MI,DY Patil Stadium,21 April 2010
344,Angelo Mathews,3.0,43,0,0.0,DC,Eden Gardens,07 April 2010
345,Ravi Bopara,3.0,43,1,18.0,KKR,Eden Gardens,04 April 2010
346,Dwayne Bravo,4.0,42,0,0.0,CSK,Brabourne Stadium,25 March 2010
347,Andrew McDonald,4.0,42,1,24.0,MI,Brabourne Stadium,13 April 2010
348,Dale Steyn,4.0,42,1,24.0,DC,M. Chinnaswamy Stadium,25 March 2010
349,Rahul Sharma,4.0,42,2,12.0,DC,Barabati Stadium,21 March 2010
350,Aditya Dole,4.0,42,2,12.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010
351,Irfan Pathan,4.0,42,2,12.0,KKR,IS Bindra Stadium,27 March 2010
352,Andrew McDonald,4.0,42,2,12.0,RCB,M. Chinnaswamy Stadium,25 March 2010
353,Praveen Kumar,3.0,42,0,0.0,CSK,Chidambaram,31 March 2010
354,Shane Warne,3.0,42,0,0.0,PBKS,Sawai Mansingh Stadium,07 April 2010
355,Shanthakumaran Sreesanth,3.0,42,0,0.0,RCB,M. Chinnaswamy Stadium,16 March 2010
356,Albie Morkel,4.0,41,0,0.0,DEC,Chidambaram,14 March 2010
357,Amit Mishra,4.0,41,0,0.0,KKR,Eden Gardens,07 April 2010
358,Lasith Malinga,4.0,41,0,0.0,CSK,Brabourne Stadium,25 March 2010
359,Murali Kartik,4.0,41,1,24.0,PBKS,Eden Gardens,04 April 2010
360,Pradeep Sangwan,4.0,41,1,24.0,MI,Arun Jaitley Stadium,17 March 2010
361,Amit Uniyal,4.0,41,2,12.0,MI,Brabourne Stadium,13 March 2010
362,Harmeet Singh Bansal,4.0,41,2,12.0,DC,Arun Jaitley Stadium,18 April 2010
363,Jacques Kallis,4.0,41,2,12.0,MI,M. Chinnaswamy Stadium,17 April 2010
364,Sumit Narwal,2.0,41,0,0.0,CSK,Chidambaram,03 April 2010
365,Andrew Symonds,4.0,40,0,0.0,MI,DY Patil Stadium,28 March 2010
366,Albie Morkel,4.0,40,0,0.0,RCB,Chidambaram,31 March 2010
367,Anil Kumble,4.0,40,0,0.0,PBKS,M. Chinnaswamy Stadium,16 March 2010
368,Jacques Kallis,4.0,40,0,0.0,DEC,Vidarbha Cricket Association Stadium,12 April 2010
369,Ravichandran Ashwin,4.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,23 March 2010
370,Daniel Vettori,4.0,40,1,24.0,RCB,Arun Jaitley Stadium,04 April 2010
371,Dhawal Kulkarni,4.0,40,1,24.0,RR,Sawai Mansingh Stadium,11 April 2010
372,Ravichandran Ashwin,4.0,40,1,24.0,DC,Arun Jaitley Stadium,19 March 2010
373,Ryan Harris,4.0,40,1,24.0,MI,Brabourne Stadium,03 April 2010
374,Vinay Kumar,4.0,40,4,6.0,CSK,M. Chinnaswamy Stadium,23 March 2010
375,Shanthakumaran Sreesanth,3.0,40,0,0.0,RR,Sawai Mansingh Stadium,07 April 2010
376,Shane Watson,3.0,40,0,0.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010
377,Pragyan Ojha,3.0,40,1,18.0,RR,Narendra Modi Stadium,26 March 2010
378,Doug Bollinger,4.0,39,0,0.0,PBKS,HPCA Stadium,18 April 2010
379,Brett Lee,4.0,39,0,0.0,KKR,IS Bindra Stadium,27 March 2010
380,Doug Bollinger,4.0,39,1,24.0,MI,Chidambaram,06 April 2010
381,Jacques Kallis,4.0,39,1,24.0,PBKS,M. Chinnaswamy Stadium,16 March 2010
382,Shane Warne,4.0,39,1,24.0,PBKS,IS Bindra Stadium,24 March 2010
383,Shalabh Srivastava,4.0,39,1,24.0,DEC,Barabati Stadium,19 March 2010
384,Dirk Nannes,4.0,39,1,24.0,DEC,Barabati Stadium,21 March 2010
385,Vinay Kumar,3.2,39,1,20.0,DEC,M. Chinnaswamy Stadium,08 April 2010
386,Manpreet Gony,3.0,39,0,0.0,RCB,Chidambaram,31 March 2010
387,Abhimanyu Mithun,3.0,39,1,18.0,DC,Arun Jaitley Stadium,04 April 2010
388,Sudeep Tyagi,1.5,39,0,0.0,DEC,Chidambaram,14 March 2010
389,Dale Steyn,4.0,38,0,0.0,DEC,M. Chinnaswamy Stadium,08 April 2010
390,Brett Lee,4.0,38,0,0.0,MI,IS Bindra Stadium,09 April 2010
391,Ryan McLaren,4.0,38,0,0.0,KKR,Brabourne Stadium,22 March 2010
392,RP Singh,4.0,38,0,0.0,RCB,M. Chinnaswamy Stadium,08 April 2010
393,Dale Steyn,4.0,38,0,0.0,KKR,Eden Gardens,14 March 2010
394,Anil Kumble,4.0,38,1,24.0,MI,M. Chinnaswamy Stadium,17 April 2010
395,Ishant Sharma,4.0,38,1,24.0,CSK,Eden Gardens,16 March 2010
396,Anil Kumble,4.0,38,1,24.0,DEC,M. Chinnaswamy Stadium,08 April 2010
397,Umesh Yadav,4.0,38,1,24.0,CSK,Arun Jaitley Stadium,19 March 2010
398,Chris Gayle,4.0,38,1,24.0,DC,Arun Jaitley Stadium,29 March 2010
399,Pragyan Ojha,4.0,38,2,12.0,KKR,Eden Gardens,01 April 2010
400,Praveen Kumar,4.0,37,0,0.0,PBKS,IS Bindra Stadium,02 April 2010
401,Mitchell Marsh,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,08 April 2010
402,Praveen Kumar,4.0,37,1,24.0,DEC,M. Chinnaswamy Stadium,08 April 2010
403,Praveen Kumar,4.0,37,1,24.0,MI,Brabourne Stadium,20 March 2010
404,Sarabjit Ladda,4.0,37,1,24.0,RR,Arun Jaitley Stadium,31 March 2010
405,Laxmi Ratan Shukla,4.0,37,1,24.0,CSK,Eden Gardens,16 March 2010
406,MF Maharoof,4.0,37,2,12.0,PBKS,IS Bindra Stadium,13 March 2010
407,Ryan Harris,4.0,37,2,12.0,RCB,M. Chinnaswamy Stadium,08 April 2010
408,Andrew McDonald,4.0,37,2,12.0,KKR,Arun Jaitley Stadium,29 March 2010
409,Shane Watson,4.0,37,3,8.0,MI,Sawai Mansingh Stadium,11 April 2010
410,Shadab Jakati,3.0,37,0,0.0,RR,Chidambaram,03 April 2010
411,Praveen Kumar,3.0,37,0,0.0,KKR,M. Chinnaswamy Stadium,10 April 2010
412,Bipul Sharma,3.0,37,1,18.0,RCB,M. Chinnaswamy Stadium,16 March 2010
413,Pragyan Ojha,3.0,37,1,18.0,RR,Vidarbha Cricket Association Stadium,05 April 2010
414,Umesh Yadav,4.0,36,0,0.0,DEC,Barabati Stadium,21 March 2010
415,Lasith Malinga,4.0,36,0,0.0,CSK,Chidambaram,06 April 2010
416,Dwayne Bravo,4.0,36,0,0.0,KKR,Brabourne Stadium,22 March 2010
417,Shalabh Srivastava,4.0,36,0,0.0,DEC,HPCA Stadium,16 April 2010
418,Jacques Kallis,4.0,36,0,0.0,DC,M. Chinnaswamy Stadium,25 March 2010
419,Lakshmipathy Balaji,4.0,36,0,0.0,DEC,Chidambaram,14 March 2010
420,Juan Theron,4.0,36,1,24.0,KKR,Eden Gardens,04 April 2010
421,Ajit Agarkar,4.0,36,1,24.0,DC,Eden Gardens,07 April 2010
422,Dale Steyn,4.0,36,1,24.0,PBKS,M. Chinnaswamy Stadium,16 March 2010
423,Irfan Pathan,4.0,36,1,24.0,KKR,Eden Gardens,04 April 2010
424,Pragyan Ojha,4.0,36,1,24.0,DC,Barabati Stadium,21 March 2010
425,Vinay Kumar,4.0,36,1,24.0,RR,Sawai Mansingh Stadium,14 April 2010
426,Lasith Malinga,4.0,36,2,12.0,PBKS,IS Bindra Stadium,09 April 2010
427,Aditya Dole,4.0,36,2,12.0,PBKS,Sawai Mansingh Stadium,07 April 2010
428,Sumit Narwal,4.0,36,3,8.0,DC,Arun Jaitley Stadium,31 March 2010
429,Zaheer Khan,3.2,36,0,0.0,PBKS,IS Bindra Stadium,09 April 2010
430,Irfan Pathan,3.1,36,1,19.0,RCB,IS Bindra Stadium,02 April 2010
431,Yusuf Abdulla,2.5,36,0,0.0,RCB,M. Chinnaswamy Stadium,16 March 2010
432,Dirk Nannes,4.0,35,0,0.0,MI,Arun Jaitley Stadium,17 March 2010
433,Vinay Kumar,4.0,35,0,0.0,DC,Arun Jaitley Stadium,04 April 2010
434,Siddharth Trivedi,4.0,35,0,0.0,DC,Arun Jaitley Stadium,31 March 2010
435,RP Singh,4.0,35,1,24.0,KKR,DY Patil Stadium,12 March 2010
436,Piyush Chawla,4.0,35,1,24.0,KKR,IS Bindra Stadium,27 March 2010
437,Harbhajan Singh,4.0,35,1,24.0,RCB,Brabourne Stadium,20 March 2010
438,Moises Henriques,4.0,35,1,24.0,DEC,Barabati Stadium,21 March 2010
439,Jacques Kallis,4.0,35,1,24.0,MI,Brabourne Stadium,20 March 2010
440,Jaskaran Singh,4.0,35,1,24.0,KKR,DY Patil Stadium,12 March 2010
441,Siddharth Trivedi,4.0,35,1,24.0,MI,Sawai Mansingh Stadium,11 April 2010
442,Pradeep Sangwan,4.0,35,2,12.0,MI,Brabourne Stadium,13 April 2010
443,Sumit Narwal,4.0,35,2,12.0,DEC,Narendra Modi Stadium,26 March 2010
444,Dwayne Bravo,3.1,35,0,0.0,RCB,Brabourne Stadium,20 March 2010
445,Siddharth Trivedi,3.0,35,0,0.0,DEC,Narendra Modi Stadium,26 March 2010
446,Shalabh Srivastava,3.0,35,0,0.0,KKR,Eden Gardens,04 April 2010
447,Ajit Agarkar,3.0,35,0,0.0,PBKS,Eden Gardens,04 April 2010
448,Irfan Pathan,3.0,35,1,18.0,DEC,HPCA Stadium,16 April 2010
449,Chris Gayle,3.0,35,1,18.0,CSK,Chidambaram,13 April 2010
450,Siddharth Trivedi,4.0,59,0,0.0,PBKS,IS Bindra Stadium,21 April 2011
451,Zaheer Khan,4.0,53,0,0.0,KKR,Eden Gardens,22 April 2011
452,Alfonso Thomas,4.0,53,1,24.0,MI,DY Patil Stadium,04 May 2011
453,Amit Mishra,4.0,53,1,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
454,Lakshmipathy Balaji,3.0,51,1,18.0,MI,Eden Gardens,22 May 2011
455,Johan van der Wath,4.0,50,0,0.0,PBKS,HPCA Stadium,17 May 2011
456,Shane Warne,4.0,50,1,24.0,PBKS,IS Bindra Stadium,21 April 2011
457,Morne Morkel,4.0,49,1,24.0,MI,Wankhede Stadium,07 May 2011
458,Ajit Agarkar,4.0,49,1,24.0,CSK,Chidambaram,12 May 2011
459,Johan van der Wath,4.0,49,2,12.0,CSK,Chidambaram,16 April 2011
460,Vinay Kumar,4.0,48,0,0.0,MI,Wankhede Stadium,15 April 2011
461,Piyush Chawla,4.0,48,0,0.0,DEC,HPCA Stadium,21 May 2011
462,Ryan Harris,4.0,48,0,0.0,DC,Arun Jaitley Stadium,23 April 2011
463,Dan Christian,4.0,48,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
464,Charl Langeveldt,4.0,48,2,12.0,PBKS,HPCA Stadium,17 May 2011
465,Shane Watson,4.0,47,0,0.0,CSK,Sawai Mansingh Stadium,09 May 2011
466,Ajit Agarkar,4.0,47,2,12.0,PBKS,Arun Jaitley Stadium,23 April 2011
467,Kamran Khan,3.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,29 April 2011
468,Shalabh Srivastava,4.0,46,0,0.0,DC,Arun Jaitley Stadium,23 April 2011
469,James Hopes,4.0,45,1,24.0,MI,Wankhede Stadium,07 May 2011
470,Praveen Kumar,4.0,45,1,24.0,DC,Arun Jaitley Stadium,23 April 2011
471,RP Singh,4.0,44,1,24.0,KKR,Jawaharlal Nehru Stadium,05 May 2011
472,Pragyan Ojha,3.5,44,0,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
473,P Parameswaran,2.1,44,0,0.0,RCB,M. Chinnaswamy Stadium,08 May 2011
474,James Hopes,4.0,43,1,24.0,PBKS,Arun Jaitley Stadium,23 April 2011
475,Lakshmipathy Balaji,4.0,43,1,24.0,RCB,Eden Gardens,22 April 2011
476,Kieron Pollard,3.0,43,0,0.0,KTK,Wankhede Stadium,15 April 2011
477,Brett Lee,4.0,42,0,0.0,KTK,Jawaharlal Nehru Stadium,05 May 2011
478,Johan Botha,4.0,42,0,0.0,RCB,Sawai Mansingh Stadium,11 May 2011
479,Lasith Malinga,4.0,42,0,0.0,RR,Wankhede Stadium,20 May 2011
480,Morne Morkel,4.0,42,1,24.0,KKR,Arun Jaitley Stadium,28 April 2011
481,Ryan Harris,4.0,42,1,24.0,KTK,Holkar Cricket Stadium,13 May 2011
482,Ashok Dinda,4.0,42,2,12.0,PWI,DY Patil Stadium,17 April 2011
483,Lasith Malinga,4.0,42,2,12.0,KTK,Wankhede Stadium,15 April 2011
484,Muttiah Muralitharan,3.5,42,1,23.0,PWI,DY Patil Stadium,13 April 2011
485,Daniel Vettori,3.4,42,0,0.0,CSK,Wankhede Stadium,24 May 2011
486,Ishant Sharma,4.0,41,0,0.0,CSK,Chidambaram,01 May 2011
487,Murali Kartik,4.0,41,0,0.0,RR,Sawai Mansingh Stadium,01 May 2011
488,Roelof van der Merwe,4.0,41,1,24.0,RR,Sawai Mansingh Stadium,12 April 2011
489,Amit Mishra,4.0,41,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
490,Vinay Kumar,4.0,41,1,24.0,DC,Jawaharlal Nehru Stadium,30 April 2011
491,Harbhajan Singh,4.0,40,0,0.0,RCB,Chidambaram,27 May 2011
492,Albie Morkel,4.0,40,0,0.0,RCB,Wankhede Stadium,24 May 2011
493,Ryan McLaren,4.0,40,1,24.0,RCB,M. Chinnaswamy Stadium,06 May 2011
494,Irfan Pathan,4.0,40,1,24.0,CSK,Chidambaram,12 May 2011
495,Amit Singh,4.0,40,1,24.0,CSK,Sawai Mansingh Stadium,09 May 2011
496,Munaf Patel,4.0,40,1,24.0,CSK,Wankhede Stadium,22 April 2011
497,Shaun Tait,4.0,40,2,12.0,DC,Sawai Mansingh Stadium,12 April 2011
498,Aavishkar Salvi,4.0,40,2,12.0,PBKS,HPCA Stadium,15 May 2011
499,Dale Steyn,4.0,39,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
500,Dan Christian,4.0,39,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011
501,Suresh Raina,4.0,39,1,24.0,RCB,Chidambaram,28 May 2011
502,Ishant Sharma,4.0,39,1,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
503,Shalabh Srivastava,4.0,39,2,12.0,DC,HPCA Stadium,15 May 2011
504,Shahbaz Nadeem,4.0,39,2,12.0,PWI,DY Patil Stadium,17 April 2011
505,Love Ablish,3.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,06 May 2011
506,Syed Mohammad,3.0,39,1,18.0,CSK,Chidambaram,28 May 2011
507,Sreenath Aravind,3.0,39,2,9.0,CSK,Chidambaram,28 May 2011
508,Irfan Pathan,4.0,38,0,0.0,KTK,Arun Jaitley Stadium,02 May 2011
509,Thisara Perera,4.0,38,0,0.0,MI,Wankhede Stadium,15 April 2011
510,Suresh Raina,4.0,38,0,0.0,RCB,M. Chinnaswamy Stadium,22 May 2011
511,Doug Bollinger,4.0,38,1,24.0,DC,Chidambaram,12 May 2011
512,Doug Bollinger,4.0,38,1,24.0,KTK,Chidambaram,18 May 2011
513,Wayne Parnell,4.0,38,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011
514,Dan Christian,4.0,38,2,12.0,DC,Arun Jaitley Stadium,19 April 2011
515,Lakshmipathy Balaji,4.0,38,2,12.0,DC,Arun Jaitley Stadium,28 April 2011
516,Ryan Harris,4.0,38,3,8.0,RCB,M. Chinnaswamy Stadium,06 May 2011
517,Albie Morkel,4.0,38,3,8.0,DEC,Chidambaram,01 May 2011
518,Shanthakumaran Sreesanth,3.5,38,0,0.0,PBKS,Holkar Cricket Stadium,13 May 2011
519,Shrikant Wagh,3.0,38,0,0.0,DC,DY Patil Stadium,17 April 2011
520,Tim Southee,3.0,38,0,0.0,KTK,Jawaharlal Nehru Stadium,18 April 2011
521,Albie Morkel,3.0,38,1,18.0,PBKS,IS Bindra Stadium,13 April 2011
522,Munaf Patel,4.0,37,0,0.0,DEC,Wankhede Stadium,14 May 2011
523,Umesh Yadav,4.0,37,0,0.0,RCB,Arun Jaitley Stadium,26 April 2011
524,Ravichandran Ashwin,4.0,37,0,0.0,PBKS,IS Bindra Stadium,13 April 2011
525,Morne Morkel,4.0,37,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
526,Brett Lee,4.0,37,0,0.0,MI,Eden Gardens,22 May 2011
527,Ali Murtaza,4.0,37,0,0.0,KTK,Wankhede Stadium,15 April 2011
528,Ishant Sharma,4.0,37,0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011
529,Praveen Kumar,4.0,37,0,0.0,RCB,M. Chinnaswamy Stadium,06 May 2011
530,Shadab Jakati,4.0,37,1,24.0,RCB,Wankhede Stadium,24 May 2011
531,Brett Lee,4.0,37,1,24.0,MI,Wankhede Stadium,25 May 2011
532,Praveen Kumar,4.0,37,2,12.0,CSK,IS Bindra Stadium,13 April 2011
533,Piyush Chawla,4.0,37,2,12.0,MI,Wankhede Stadium,02 May 2011
534,Piyush Chawla,4.0,37,2,12.0,RCB,M. Chinnaswamy Stadium,06 May 2011
535,Abhimanyu Mithun,4.0,37,2,12.0,DC,Arun Jaitley Stadium,26 April 2011
536,Siddharth Trivedi,3.4,37,1,22.0,CSK,Chidambaram,04 May 2011
537,Sreenath Aravind,3.0,37,2,9.0,KKR,Eden Gardens,22 April 2011
538,Bhargav Bhatt,4.0,36,0,0.0,KTK,Holkar Cricket Stadium,13 May 2011
539,Zaheer Khan,4.0,36,0,0.0,MI,M. Chinnaswamy Stadium,12 April 2011
540,Sreenath Aravind,4.0,36,0,0.0,PBKS,HPCA Stadium,17 May 2011
541,Johan Botha,4.0,36,0,0.0,DC,Sawai Mansingh Stadium,12 April 2011
542,Umesh Yadav,4.0,36,0,0.0,PWI,DY Patil Stadium,17 April 2011
543,Kieron Pollard,4.0,36,1,24.0,PWI,DY Patil Stadium,04 May 2011
544,Dwayne Bravo,4.0,36,1,24.0,KTK,Chidambaram,18 May 2011
545,Piyush Chawla,4.0,36,1,24.0,DC,Arun Jaitley Stadium,23 April 2011
546,James Hopes,4.0,36,1,24.0,DEC,Arun Jaitley Stadium,19 April 2011
547,Ravichandran Ashwin,4.0,36,1,24.0,RR,Chidambaram,04 May 2011
548,Dwayne Bravo,4.0,36,1,24.0,RR,Sawai Mansingh Stadium,09 May 2011
549,Siddharth Trivedi,4.0,36,1,24.0,DC,Sawai Mansingh Stadium,12 April 2011
550,Varun Aaron,4.0,36,1,24.0,PBKS,Arun Jaitley Stadium,23 April 2011
551,Jaydev Unadkat,4.0,36,2,12.0,DEC,Eden Gardens,11 April 2011
552,Ashok Dinda,3.3,36,1,21.0,RCB,Arun Jaitley Stadium,26 April 2011
553,Shaun Tait,3.0,36,0,0.0,KTK,Holkar Cricket Stadium,15 May 2011
554,Shadab Jakati,3.0,36,1,18.0,RCB,Chidambaram,16 April 2011
555,Albie Morkel,3.0,36,1,18.0,DC,Chidambaram,12 May 2011
556,Zaheer Khan,4.0,35,0,0.0,PBKS,M. Chinnaswamy Stadium,06 May 2011
557,Chris Gayle,4.0,35,0,0.0,PBKS,HPCA Stadium,17 May 2011
558,Ryan Harris,4.0,35,1,24.0,DEC,HPCA Stadium,21 May 2011
559,Abhimanyu Mithun,4.0,35,1,24.0,CSK,M. Chinnaswamy Stadium,22 May 2011
560,Bhargav Bhatt,4.0,35,1,24.0,PWI,IS Bindra Stadium,08 May 2011
561,Munaf Patel,4.0,35,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
562,Sreenath Aravind,4.0,35,1,24.0,PWI,M. Chinnaswamy Stadium,29 April 2011
563,Pragyan Ojha,4.0,35,2,12.0,PWI,DY Patil Stadium,16 May 2011
564,James Franklin,4.0,35,2,12.0,KKR,Eden Gardens,22 May 2011
565,Wayne Parnell,4.0,35,3,8.0,KTK,DY Patil Stadium,13 April 2011
566,Amit Singh,4.0,35,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
567,Bhargav Bhatt,3.0,35,0,0.0,CSK,IS Bindra Stadium,13 April 2011
568,Manpreet Gony,2.0,35,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
569,Shane Warne,4.0,34,0,0.0,CSK,Sawai Mansingh Stadium,09 May 2011
570,Doug Bollinger,4.0,34,0,0.0,RCB,M. Chinnaswamy Stadium,22 May 2011
571,Siddharth Trivedi,4.0,34,0,0.0,KKR,Sawai Mansingh Stadium,15 April 2011
572,Suraj Randiv,4.0,34,0,0.0,DEC,Chidambaram,01 May 2011
573,Daniel Vettori,4.0,34,0,0.0,CSK,Chidambaram,28 May 2011
574,Ajit Agarkar,4.0,34,1,24.0,KKR,Arun Jaitley Stadium,28 April 2011
575,Ryan Harris,4.0,34,1,24.0,RR,IS Bindra Stadium,21 April 2011
576,RP Singh,4.0,34,1,24.0,CSK,Chidambaram,18 May 2011
577,Shalabh Srivastava,4.0,34,1,24.0,KTK,Holkar Cricket Stadium,13 May 2011
578,Paul Valthaty,4.0,34,1,24.0,DC,HPCA Stadium,15 May 2011
579,Chris Gayle,4.0,34,2,12.0,CSK,Chidambaram,28 May 2011
580,Albie Morkel,4.0,34,2,12.0,RCB,Chidambaram,16 April 2011
581,Iqbal Abdulla,4.0,34,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011
582,Sreenath Aravind,4.0,34,3,8.0,RR,Sawai Mansingh Stadium,11 May 2011
583,Ashok Dinda,3.3,34,1,21.0,RR,Sawai Mansingh Stadium,12 April 2011
584,Jesse Ryder,3.2,34,1,20.0,DC,DY Patil Stadium,17 April 2011
585,Amit Mishra,3.0,34,0,0.0,CSK,Chidambaram,01 May 2011
586,Joginder Sharma,3.0,34,0,0.0,MI,Wankhede Stadium,22 April 2011
587,Ryan Ninan,3.0,34,1,18.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
588,Jacques Kallis,3.0,34,2,9.0,CSK,Chidambaram,08 April 2011
589,Harbhajan Singh,4.0,33,0,0.0,KTK,Wankhede Stadium,15 April 2011
590,Dale Steyn,4.0,33,1,24.0,KKR,Eden Gardens,11 April 2011
591,Tim Southee,4.0,33,1,24.0,PWI,DY Patil Stadium,27 April 2011
592,Zaheer Khan,4.0,33,1,24.0,PWI,M. Chinnaswamy Stadium,29 April 2011
593,Brett Lee,4.0,33,1,24.0,KTK,Eden Gardens,20 April 2011
594,Tim Southee,4.0,33,1,24.0,PBKS,IS Bindra Stadium,13 April 2011
595,Ashok Dinda,4.0,33,1,24.0,DEC,Arun Jaitley Stadium,19 April 2011
596,Suraj Randiv,4.0,33,1,24.0,KKR,Chidambaram,08 April 2011
597,Ravichandran Ashwin,4.0,33,1,24.0,RCB,Wankhede Stadium,24 May 2011
598,Zaheer Khan,4.0,33,1,24.0,CSK,Chidambaram,16 April 2011
599,Lakshmipathy Balaji,4.0,33,1,24.0,CSK,Eden Gardens,07 May 2011
600,Varun Aaron,4.0,63,2,12.0,CSK,Chidambaram,25 May 2012
601,Amit Singh,4.0,55,0,0.0,DEC,Sawai Mansingh Stadium,17 April 2012
602,Manpreet Gony,4.0,54,0,0.0,CSK,ACA-VDCA Stadium,07 April 2012
603,Ashish Nehra,4.0,54,1,24.0,RCB,M. Chinnaswamy Stadium,17 April 2012
604,Munaf Patel,4.0,54,1,24.0,RCB,M. Chinnaswamy Stadium,14 May 2012
605,Vinay Kumar,4.0,53,1,24.0,CSK,Chidambaram,12 April 2012
606,Vinay Kumar,4.0,51,0,0.0,RR,M. Chinnaswamy Stadium,15 April 2012
607,Andre Russell,4.0,51,1,24.0,PBKS,HPCA Stadium,19 May 2012
608,Morne Morkel,4.0,50,3,8.0,PWI,Arun Jaitley Stadium,21 April 2012
609,Dan Christian,4.0,49,1,24.0,MI,ACA-VDCA Stadium,09 April 2012
610,Dwayne Bravo,3.4,49,1,22.0,KKR,Chidambaram,27 May 2012
611,Varun Aaron,4.0,48,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
612,Parvinder Awana,4.0,48,0,0.0,RCB,M. Chinnaswamy Stadium,02 May 2012
613,Zaheer Khan,4.0,48,1,24.0,KKR,Eden Gardens,28 April 2012
614,Sreenath Aravind,3.0,48,0,0.0,RR,M. Chinnaswamy Stadium,15 April 2012
615,Irfan Pathan,4.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,07 April 2012
616,TP Sudhindra,4.0,47,0,0.0,PBKS,IS Bindra Stadium,13 May 2012
617,Sunny Gupta,3.0,47,0,0.0,CSK,Chidambaram,25 May 2012
618,Ravichandran Ashwin,4.0,46,0,0.0,RCB,Chidambaram,12 April 2012
619,Dale Steyn,4.0,46,0,0.0,PWI,Barabati Stadium,01 May 2012
620,Alfonso Thomas,4.0,46,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,11 May 2012
