,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0
1677,Ishant Sharma,4.0,38,3,8.0,RR,Arun Jaitley Stadium,04 May 2019,
1678,Jasprit Bumrah,4.0,20,3,8.0,RCB,M. Chinnaswamy Stadium,28 March 2019,
1679,Khaleel Ahmed,4.0,42,3,8.0,MI,Wankhede Stadium,02 May 2019,
1680,Lasith Malinga,4.0,34,3,8.0,CSK,Wankhede Stadium,03 April 2019,
1681,Krunal Pandya,4.0,34,3,8.0,RR,Wankhede Stadium,13 April 2019,
1682,Khaleel Ahmed,4.0,33,3,8.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,
1683,Rashid Khan,4.0,21,3,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,
1684,Harbhajan Singh,4.0,20,3,8.0,RCB,Chidambaram,23 March 2019,
1685,Mitchell McClenaghan,4.0,40,3,8.0,DC,Wankhede Stadium,24 March 2019,
1686,Shreyas Gopal,4.0,12,3,8.0,RCB,Sawai Mansingh Stadium,02 April 2019,
1687,Umesh Yadav,4.0,36,3,8.0,PBKS,M. Chinnaswamy Stadium,24 April 2019,
1688,Dwayne Bravo,4.0,33,3,8.0,DC,Arun Jaitley Stadium,26 March 2019,
1689,Lasith Malinga,4.0,35,3,8.0,KKR,Wankhede Stadium,05 May 2019,
1690,Jofra Archer,4.0,15,3,8.0,PBKS,IS Bindra Stadium,16 April 2019,
1691,Ravichandran Ashwin,4.0,23,3,8.0,CSK,Chidambaram,06 April 2019,
1692,Sandeep Lamichhane,4.0,40,3,8.0,PBKS,Arun Jaitley Stadium,20 April 2019,
1693,Deepak Chahar,4.0,20,3,8.0,KKR,Chidambaram,09 April 2019,
1694,Keemo Paul,4.0,17,3,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,
1695,Rahul Chahar,4.0,29,3,8.0,RR,Sawai Mansingh Stadium,20 April 2019,
1696,Deepak Chahar,4.0,26,3,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,
1697,Hardik Pandya,4.0,20,3,8.0,CSK,Wankhede Stadium,03 April 2019,
1698,Rahul Chahar,4.0,19,3,8.0,DC,Arun Jaitley Stadium,18 April 2019,
1699,Sam Curran,4.0,35,3,8.0,CSK,IS Bindra Stadium,05 May 2019,
1700,Piyush Chawla,4.0,20,3,8.0,RR,Eden Gardens,25 April 2019,
1701,Amit Mishra,4.0,17,3,8.0,RR,Arun Jaitley Stadium,04 May 2019,
1702,Khaleel Ahmed,2.5,24,2,8.5,DC,ACA-VDCA Stadium,08 May 2019,
1703,Imran Tahir,3.0,23,2,9.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,
1704,Ravindra Jadeja,3.0,23,2,9.0,DC,ACA-VDCA Stadium,10 May 2019,
1705,Ben Stokes,3.0,39,2,9.0,CSK,Sawai Mansingh Stadium,11 April 2019,
1706,Hardik Pandya,3.0,20,2,9.0,KKR,Wankhede Stadium,05 May 2019,
1707,Krunal Pandya,3.0,7,2,9.0,CSK,Chidambaram,26 April 2019,
1708,Axar Patel,3.0,22,2,9.0,PBKS,Arun Jaitley Stadium,20 April 2019,
1709,Jasprit Bumrah,3.0,10,2,9.0,CSK,Chidambaram,26 April 2019,
1710,Mohammad Shami,3.0,17,2,9.0,CSK,IS Bindra Stadium,05 May 2019,
1711,Andre Russell,3.0,32,2,9.0,SRH,Eden Gardens,24 March 2019,
1712,Andre Russell,3.0,21,2,9.0,PBKS,Eden Gardens,27 March 2019,
1713,Pawan Negi,3.1,21,2,9.5,KKR,M. Chinnaswamy Stadium,05 April 2019,
1714,Sunil Narine,3.2,24,2,10.0,CSK,Chidambaram,09 April 2019,
1715,Piyush Chawla,3.4,32,2,11.0,CSK,Eden Gardens,14 April 2019,
1716,Kagiso Rabada,4.0,23,2,12.0,MI,Wankhede Stadium,24 March 2019,
1717,Ravindra Jadeja,4.0,20,2,12.0,RR,Sawai Mansingh Stadium,11 April 2019,
1718,Shreyas Gopal,4.0,21,2,12.0,MI,Sawai Mansingh Stadium,20 April 2019,
1719,Andre Russell,4.0,25,2,12.0,MI,Eden Gardens,28 April 2019,
1720,Imran Tahir,4.0,33,2,12.0,MI,Chidambaram,07 May 2019,
1721,Jofra Archer,4.0,17,2,12.0,CSK,Chidambaram,31 March 2019,
1722,Sandeep Sharma,4.0,21,2,12.0,PBKS,IS Bindra Stadium,08 April 2019,
1723,Mohammad Shami,4.0,46,2,12.0,RR,IS Bindra Stadium,16 April 2019,
1724,Mitchell Santner,4.0,13,2,12.0,MI,Chidambaram,26 April 2019,
1725,Harbhajan Singh,4.0,17,2,12.0,PBKS,Chidambaram,06 April 2019,
1726,Harbhajan Singh,4.0,39,2,12.0,SRH,Chidambaram,23 April 2019,
1727,Sam Curran,4.0,52,2,12.0,RR,Sawai Mansingh Stadium,25 March 2019,
1728,Jason Behrendorff,4.0,22,2,12.0,CSK,Wankhede Stadium,03 April 2019,
1729,Bhuvneshwar Kumar,4.0,35,2,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,
1730,Jasprit Bumrah,4.0,18,2,12.0,DC,Arun Jaitley Stadium,18 April 2019,
1731,Amit Mishra,4.0,29,2,12.0,RCB,Arun Jaitley Stadium,28 April 2019,
1732,Harshal Patel,4.0,40,2,12.0,KKR,Arun Jaitley Stadium,30 March 2019,
1733,Chris Morris,4.0,28,2,12.0,RCB,M. Chinnaswamy Stadium,07 April 2019,
1734,Yuzvendra Chahal,4.0,27,2,12.0,MI,Wankhede Stadium,15 April 2019,
1735,Varun Aaron,4.0,20,2,12.0,KKR,Eden Gardens,25 April 2019,
1736,Navdeep Saini,4.0,34,2,12.0,KKR,M. Chinnaswamy Stadium,05 April 2019,
1737,Dale Steyn,4.0,29,2,12.0,CSK,M. Chinnaswamy Stadium,21 April 2019,
1738,Ishant Sharma,4.0,34,2,12.0,MI,Wankhede Stadium,24 March 2019,
1739,Ravichandran Ashwin,4.0,31,2,12.0,DC,IS Bindra Stadium,01 April 2019,
1740,Hardus Viljoen,4.0,39,2,12.0,DC,Arun Jaitley Stadium,20 April 2019,
1741,Harry Gurney,4.0,37,2,12.0,MI,Eden Gardens,28 April 2019,
1742,Rahul Chahar,4.0,14,2,12.0,CSK,Chidambaram,07 May 2019,
1743,Shardul Thakur,4.0,42,2,12.0,RR,Chidambaram,31 March 2019,
1744,Imran Tahir,4.0,21,2,12.0,KKR,Chidambaram,09 April 2019,
1745,Ravichandran Ashwin,4.0,24,2,12.0,RR,IS Bindra Stadium,16 April 2019,
1746,Varun Aaron,4.0,36,2,12.0,SRH,Sawai Mansingh Stadium,27 April 2019,
1747,Navdeep Saini,4.0,39,2,12.0,SRH,M. Chinnaswamy Stadium,04 May 2019,
1748,Krunal Pandya,4.0,43,2,12.0,PBKS,IS Bindra Stadium,30 March 2019,
1749,Siddarth Kaul,4.0,34,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,
1750,Navdeep Saini,4.0,33,2,12.0,PBKS,M. Chinnaswamy Stadium,24 April 2019,
1751,Ben Stokes,4.0,48,2,12.0,PBKS,Sawai Mansingh Stadium,25 March 2019,
1752,Ishant Sharma,4.0,34,2,12.0,SRH,ACA-VDCA Stadium,08 May 2019,
1753,Sandeep Lamichhane,4.0,27,2,12.0,PBKS,IS Bindra Stadium,01 April 2019,
1754,Hardik Pandya,4.0,57,2,12.0,PBKS,Wankhede Stadium,10 April 2019,
1755,Kagiso Rabada,4.0,38,2,12.0,MI,Arun Jaitley Stadium,18 April 2019,
1756,Kagiso Rabada,4.0,31,2,12.0,RCB,Arun Jaitley Stadium,28 April 2019,
1757,Kuldeep Yadav,4.0,41,2,12.0,DC,Arun Jaitley Stadium,30 March 2019,
1758,Shreyas Gopal,4.0,21,2,12.0,DC,Arun Jaitley Stadium,04 May 2019,
1759,Shardul Thakur,4.0,18,2,12.0,KKR,Eden Gardens,14 April 2019,
1760,Umesh Yadav,4.0,47,2,12.0,CSK,M. Chinnaswamy Stadium,21 April 2019,
1761,Jasprit Bumrah,4.0,14,2,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,
1762,Chris Morris,4.0,38,2,12.0,KKR,Eden Gardens,12 April 2019,
1763,Mohammad Shami,4.0,36,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,
1764,Bhuvneshwar Kumar,4.0,42,2,12.0,DC,ACA-VDCA Stadium,08 May 2019,
1765,Deepak Chahar,4.0,19,2,12.0,RR,Chidambaram,31 March 2019,
1766,Harbhajan Singh,4.0,15,2,12.0,KKR,Chidambaram,09 April 2019,
1767,Rashid Khan,4.0,17,2,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,
1768,Oshane Thomas,4.0,28,2,12.0,SRH,Sawai Mansingh Stadium,27 April 2019,
1769,Hardus Viljoen,4.0,40,2,12.0,MI,IS Bindra Stadium,30 March 2019,
1770,Rahul Chahar,4.0,21,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,
1771,Sandeep Warrier,4.0,31,2,12.0,PBKS,IS Bindra Stadium,03 May 2019,
1772,Siddarth Kaul,4.0,35,2,12.0,DC,Arun Jaitley Stadium,04 April 2019,
1773,Jasprit Bumrah,4.0,23,2,12.0,RR,Wankhede Stadium,13 April 2019,
1774,Dwayne Bravo,4.0,34,2,12.0,RCB,M. Chinnaswamy Stadium,21 April 2019,
1775,Dwayne Bravo,4.0,19,2,12.0,DC,ACA-VDCA Stadium,10 May 2019,
1776,Ravindra Jadeja,4.0,15,2,12.0,RCB,Chidambaram,23 March 2019,
1777,Kagiso Rabada,4.0,32,2,12.0,PBKS,IS Bindra Stadium,01 April 2019,
1778,Shardul Thakur,4.0,44,2,12.0,RR,Sawai Mansingh Stadium,11 April 2019,
1779,Dale Steyn,4.0,40,2,12.0,KKR,Eden Gardens,19 April 2019,
1780,Yuzvendra Chahal,4.0,41,2,12.0,DC,Arun Jaitley Stadium,28 April 2019,
1781,Shreyas Gopal,4.0,35,2,12.0,KKR,Sawai Mansingh Stadium,07 April 2019,
1782,Mohammed Siraj,4.0,38,2,12.0,MI,M. Chinnaswamy Stadium,28 March 2019,
1783,Kagiso Rabada,4.0,37,2,12.0,RR,Sawai Mansingh Stadium,22 April 2019,
1784,Krunal Pandya,4.0,22,2,12.0,SRH,Wankhede Stadium,02 May 2019,
1785,Shardul Thakur,4.0,37,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,
1786,Ankit Rajpoot,4.0,33,2,12.0,RR,Sawai Mansingh Stadium,25 March 2019,
1787,Yuzvendra Chahal,4.0,17,2,12.0,RR,Sawai Mansingh Stadium,02 April 2019,
1788,Kagiso Rabada,4.0,42,2,12.0,KKR,Eden Gardens,12 April 2019,
1789,Ravichandran Ashwin,4.0,30,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,
1790,Dwayne Bravo,4.0,32,2,12.0,RR,Chidambaram,31 March 2019,
1791,Imran Tahir,4.0,20,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,
1792,Shreyas Gopal,4.0,30,2,12.0,SRH,Sawai Mansingh Stadium,27 April 2019,
1793,Mohammad Shami,4.0,42,2,12.0,MI,IS Bindra Stadium,30 March 2019,
1794,Sunil Narine,4.0,25,2,12.0,RR,Eden Gardens,25 April 2019,
1795,Trent Boult,4.0,27,2,12.0,RR,Arun Jaitley Stadium,04 May 2019,
1796,Amit Mishra,4.0,35,2,12.0,CSK,Arun Jaitley Stadium,26 March 2019,
1797,Bhuvneshwar Kumar,4.0,27,2,12.0,DC,Arun Jaitley Stadium,04 April 2019,
1798,Yuzvendra Chahal,4.0,33,2,12.0,PBKS,IS Bindra Stadium,13 April 2019,
1799,Ravichandran Ashwin,1.0,2,2,3.0,PBKS,Dubai International Stadium,20 September 2020,1.0
1800,Varun Chakaravarthy,4.0,20,5,4.8,DC,Zayed Cricket Stadium,24 October 2020,2.0
1801,Pat Cummins,4.0,34,4,6.0,RR,Dubai International Stadium,01 November 2020,3.0
1802,Chris Morris,4.0,26,4,6.0,RR,Dubai International Stadium,17 October 2020,4.0
1803,Jasprit Bumrah,4.0,20,4,6.0,RR,Zayed Cricket Stadium,06 October 2020,5.0
1804,Jasprit Bumrah,4.0,14,4,6.0,DC,Dubai International Stadium,05 November 2020,6.0
1805,Trent Boult,4.0,18,4,6.0,CSK,Sharjah Cricket Stadium,23 October 2020,7.0
1806,Kagiso Rabada,4.0,29,4,6.0,SRH,Zayed Cricket Stadium,08 November 2020,8.0
1807,Kagiso Rabada,4.0,24,4,6.0,RCB,Dubai International Stadium,05 October 2020,9.0
1808,Ravi Bishnoi,3.0,29,3,6.0,SRH,Dubai International Stadium,08 October 2020,10.0
1809,Marcus Stoinis,3.0,26,3,6.0,SRH,Zayed Cricket Stadium,08 November 2020,11.0
1810,Murugan Ashwin,3.0,21,3,6.0,RCB,Dubai International Stadium,24 September 2020,12.0
1811,Sam Curran,3.0,19,3,6.0,RCB,Dubai International Stadium,25 October 2020,13.0
1812,Kamlesh Nagarkoti,2.0,13,2,6.0,RR,Dubai International Stadium,30 September 2020,14.0
1813,Marcus Stoinis,2.0,17,2,6.0,RR,Sharjah Cricket Stadium,09 October 2020,15.0
1814,Trent Boult,2.0,9,2,6.0,DC,Dubai International Stadium,05 November 2020,16.0
1815,Kagiso Rabada,3.4,35,3,7.33,RR,Sharjah Cricket Stadium,09 October 2020,17.0
1816,Arshdeep Singh,3.5,23,3,7.66,SRH,Dubai International Stadium,24 October 2020,18.0
1817,Ravichandran Ashwin,4.0,29,3,8.0,MI,Dubai International Stadium,05 November 2020,19.0
1818,Jofra Archer,4.0,19,3,8.0,DC,Dubai International Stadium,14 October 2020,20.0
1819,Rahul Tewatia,4.0,25,3,8.0,KKR,Dubai International Stadium,01 November 2020,21.0
1820,Jasprit Bumrah,4.0,17,3,8.0,DC,Dubai International Stadium,31 October 2020,22.0
1821,Yuzvendra Chahal,4.0,18,3,8.0,SRH,Dubai International Stadium,21 September 2020,23.0
1822,Prasidh Krishna,4.0,29,3,8.0,PBKS,Zayed Cricket Stadium,10 October 2020,24.0
1823,Jasprit Bumrah,4.0,14,3,8.0,RCB,Zayed Cricket Stadium,28 October 2020,25.0
1824,Kagiso Rabada,4.0,26,3,8.0,CSK,Dubai International Stadium,25 September 2020,26.0
1825,Mohammed Siraj,4.0,8,3,8.0,KKR,Zayed Cricket Stadium,21 October 2020,27.0
1826,Jofra Archer,4.0,24,3,8.0,DC,Sharjah Cricket Stadium,09 October 2020,28.0
1827,Lockie Ferguson,4.0,15,3,8.0,SRH,Zayed Cricket Stadium,18 October 2020,29.0
1828,Yuzvendra Chahal,4.0,24,3,8.0,RR,Zayed Cricket Stadium,03 October 2020,30.0
1829,Trent Boult,4.0,30,3,8.0,DC,Dubai International Stadium,10 November 2020,31.0
1830,Lungi Ngidi,4.0,38,3,8.0,MI,Zayed Cricket Stadium,19 September 2020,32.0
1831,Jason Holder,4.0,25,3,8.0,RCB,Zayed Cricket Stadium,06 November 2020,33.0
1832,Dwayne Bravo,4.0,37,3,8.0,KKR,Zayed Cricket Stadium,07 October 2020,34.0
1833,Anrich Nortje,4.0,33,3,8.0,RCB,Zayed Cricket Stadium,02 November 2020,35.0
1834,Ravi Bishnoi,4.0,32,3,8.0,RCB,Dubai International Stadium,24 September 2020,36.0
1835,Pat Cummins,4.0,17,3,8.0,DC,Zayed Cricket Stadium,24 October 2020,37.0
1836,Sam Curran,4.0,33,3,8.0,RR,Sharjah Cricket Stadium,22 September 2020,38.0
1837,Rashid Khan,4.0,12,3,8.0,PBKS,Dubai International Stadium,08 October 2020,39.0
1838,Mohammad Shami,4.0,53,3,8.0,RR,Sharjah Cricket Stadium,27 September 2020,40.0
1839,Jason Holder,4.0,33,3,8.0,RR,Dubai International Stadium,22 October 2020,41.0
1840,Mohammad Shami,4.0,15,3,8.0,DC,Dubai International Stadium,20 September 2020,42.0
1841,Jasprit Bumrah,4.0,24,3,8.0,PBKS,Dubai International Stadium,18 October 2020,43.0
1842,Rahul Tewatia,4.0,37,3,8.0,CSK,Sharjah Cricket Stadium,22 September 2020,44.0
1843,Anrich Nortje,4.0,33,3,8.0,KKR,Sharjah Cricket Stadium,03 October 2020,45.0
1844,Mohammad Shami,4.0,35,3,8.0,KKR,Sharjah Cricket Stadium,26 October 2020,46.0
1845,Chris Jordan,4.0,17,3,8.0,SRH,Dubai International Stadium,24 October 2020,47.0
1846,Trent Boult,4.0,21,3,8.0,DC,Dubai International Stadium,31 October 2020,48.0
1847,Rashid Khan,4.0,7,3,8.0,DC,Dubai International Stadium,27 October 2020,49.0
1848,Rashid Khan,4.0,14,3,8.0,DC,Zayed Cricket Stadium,29 September 2020,50.0
1849,Sandeep Sharma,4.0,34,3,8.0,MI,Sharjah Cricket Stadium,03 November 2020,51.0
1850,Lungi Ngidi,4.0,39,3,8.0,PBKS,Zayed Cricket Stadium,01 November 2020,52.0
1851,Chris Morris,4.0,19,3,8.0,CSK,Dubai International Stadium,10 October 2020,53.0
1852,Anrich Nortje,2.4,25,2,8.0,MI,Dubai International Stadium,10 November 2020,54.0
1853,Sheldon Cottrell,3.0,17,2,9.0,RCB,Dubai International Stadium,24 September 2020,55.0
1854,Dwayne Bravo,3.0,25,2,9.0,SRH,Dubai International Stadium,13 October 2020,56.0
1855,Marcus Stoinis,3.0,29,2,9.0,PBKS,Dubai International Stadium,20 September 2020,57.0
1856,Jaydev Unadkat,3.0,32,2,9.0,DC,Dubai International Stadium,14 October 2020,58.0
1857,Shivam Dube,3.0,15,2,9.0,SRH,Dubai International Stadium,21 September 2020,59.0
1858,Khaleel Ahmed,3.0,24,2,9.0,PBKS,Dubai International Stadium,08 October 2020,60.0
1859,Shivam Dube,3.0,33,2,9.0,PBKS,Dubai International Stadium,24 September 2020,61.0
1860,Washington Sundar,3.0,16,2,9.0,CSK,Dubai International Stadium,10 October 2020,62.0
1861,Arshdeep Singh,3.0,35,2,9.0,MI,Dubai International Stadium,18 October 2020,63.0
1862,Yuzvendra Chahal,3.1,19,2,9.5,SRH,Sharjah Cricket Stadium,31 October 2020,64.0
1863,Mohammed Siraj,3.1,28,2,9.5,MI,Zayed Cricket Stadium,28 October 2020,65.0
1864,James Pattinson,3.1,19,2,9.5,RR,Zayed Cricket Stadium,06 October 2020,66.0
1865,James Pattinson,3.2,40,2,10.0,RR,Zayed Cricket Stadium,25 October 2020,67.0
1866,T Natarajan,3.5,24,2,11.5,PBKS,Dubai International Stadium,08 October 2020,68.0
1867,Khaleel Ahmed,3.5,37,2,11.5,RR,Dubai International Stadium,11 October 2020,69.0
1868,Rahul Chahar,4.0,26,2,12.0,PBKS,Zayed Cricket Stadium,01 October 2020,70.0
1869,T Natarajan,4.0,40,2,12.0,KKR,Zayed Cricket Stadium,18 October 2020,71.0
1870,Chris Jordan,4.0,25,2,12.0,KKR,Sharjah Cricket Stadium,26 October 2020,72.0
1871,Trent Boult,4.0,34,2,12.0,RCB,Dubai International Stadium,28 September 2020,73.0
1872,Shreyas Gopal,4.0,28,2,12.0,MI,Zayed Cricket Stadium,06 October 2020,74.0
1873,Sandeep Sharma,4.0,29,2,12.0,PBKS,Dubai International Stadium,24 October 2020,75.0
1874,Siddarth Kaul,4.0,64,2,12.0,MI,Sharjah Cricket Stadium,04 October 2020,76.0
1875,Chris Morris,4.0,17,2,12.0,KKR,Sharjah Cricket Stadium,12 October 2020,77.0
1876,Rahul Chahar,4.0,22,2,12.0,CSK,Sharjah Cricket Stadium,23 October 2020,78.0
1877,Isuru Udana,4.0,41,2,12.0,RR,Zayed Cricket Stadium,03 October 2020,79.0
1878,Mohammad Shami,4.0,30,2,12.0,MI,Dubai International Stadium,18 October 2020,80.0
1879,Deepak Chahar,4.0,32,2,12.0,MI,Zayed Cricket Stadium,19 September 2020,81.0
1880,Jofra Archer,4.0,18,2,12.0,KKR,Dubai International Stadium,30 September 2020,82.0
1881,Yuzvendra Chahal,4.0,34,2,12.0,RR,Dubai International Stadium,17 October 2020,83.0
1882,Shreyas Gopal,4.0,30,2,12.0,MI,Zayed Cricket Stadium,25 October 2020,84.0
1883,Shahbaz Nadeem,4.0,19,2,12.0,MI,Sharjah Cricket Stadium,03 November 2020,85.0
1884,Anrich Nortje,4.0,22,2,12.0,RCB,Dubai International Stadium,05 October 2020,86.0
1885,Kagiso Rabada,4.0,33,2,12.0,KKR,Zayed Cricket Stadium,24 October 2020,87.0
1886,Trent Boult,4.0,30,2,12.0,KKR,Zayed Cricket Stadium,23 September 2020,88.0
1887,Trent Boult,4.0,28,2,12.0,SRH,Sharjah Cricket Stadium,04 October 2020,89.0
1888,Varun Chakaravarthy,4.0,20,2,12.0,CSK,Dubai International Stadium,29 October 2020,90.0
1889,Jasprit Bumrah,4.0,18,2,12.0,PBKS,Zayed Cricket Stadium,01 October 2020,91.0
1890,Ravi Bishnoi,4.0,20,2,12.0,KKR,Sharjah Cricket Stadium,26 October 2020,92.0
1891,T Natarajan,4.0,33,2,12.0,RCB,Zayed Cricket Stadium,06 November 2020,93.0
1892,Amit Mishra,4.0,35,2,12.0,SRH,Zayed Cricket Stadium,29 September 2020,94.0
1893,Shardul Thakur,4.0,28,2,12.0,KKR,Zayed Cricket Stadium,07 October 2020,95.0
1894,Jason Holder,4.0,27,2,12.0,PBKS,Dubai International Stadium,24 October 2020,96.0
1895,Kagiso Rabada,4.0,30,2,12.0,RCB,Zayed Cricket Stadium,02 November 2020,97.0
1896,Shardul Thakur,4.0,39,2,12.0,PBKS,Dubai International Stadium,04 October 2020,98.0
1897,Washington Sundar,4.0,20,2,12.0,KKR,Sharjah Cricket Stadium,12 October 2020,99.0
1898,Jasprit Bumrah,4.0,25,2,12.0,CSK,Sharjah Cricket Stadium,23 October 2020,100.0
1899,Sunil Narine,4.0,28,2,12.0,PBKS,Zayed Cricket Stadium,10 October 2020,101.0
1900,Deepak Chahar,4.0,18,2,12.0,RR,Zayed Cricket Stadium,19 October 2020,102.0
1901,Yuzvendra Chahal,4.0,37,2,12.0,MI,Zayed Cricket Stadium,28 October 2020,103.0
1902,Jofra Archer,4.0,31,2,12.0,MI,Zayed Cricket Stadium,25 October 2020,104.0
1903,Jason Holder,4.0,25,2,12.0,MI,Sharjah Cricket Stadium,03 November 2020,105.0
1904,Anrich Nortje,4.0,21,2,12.0,CSK,Dubai International Stadium,25 September 2020,106.0
1905,Trent Boult,4.0,26,2,12.0,RR,Zayed Cricket Stadium,06 October 2020,107.0
1906,Karn Sharma,4.0,37,2,12.0,SRH,Dubai International Stadium,13 October 2020,108.0
1907,Anrich Nortje,4.0,27,2,12.0,KKR,Zayed Cricket Stadium,24 October 2020,109.0
1908,Shivam Mavi,4.0,15,2,12.0,RR,Dubai International Stadium,01 November 2020,110.0
1909,Rahul Chahar,4.0,26,2,12.0,KKR,Zayed Cricket Stadium,23 September 2020,111.0
1910,Jasprit Bumrah,4.0,41,2,12.0,SRH,Sharjah Cricket Stadium,04 October 2020,112.0
1911,Rashid Khan,4.0,25,2,12.0,RR,Dubai International Stadium,11 October 2020,113.0
1912,Jofra Archer,4.0,21,2,12.0,SRH,Dubai International Stadium,22 October 2020,114.0
1913,Jofra Archer,4.0,26,2,12.0,PBKS,Zayed Cricket Stadium,30 October 2020,115.0
1914,Sheldon Cottrell,4.0,24,2,12.0,DC,Dubai International Stadium,20 September 2020,116.0
1915,James Pattinson,4.0,28,2,12.0,PBKS,Zayed Cricket Stadium,01 October 2020,117.0
1916,Rahul Chahar,4.0,33,2,12.0,PBKS,Dubai International Stadium,18 October 2020,118.0
1917,Sandeep Sharma,4.0,27,2,12.0,DC,Dubai International Stadium,27 October 2020,119.0
1918,Kagiso Rabada,4.0,21,2,12.0,SRH,Zayed Cricket Stadium,29 September 2020,120.0
1919,Mohammad Shami,4.0,45,2,12.0,RCB,Sharjah Cricket Stadium,15 October 2020,121.0
1920,Rashid Khan,4.0,14,2,12.0,PBKS,Dubai International Stadium,24 October 2020,122.0
1921,Mohammed Siraj,4.0,34,2,12.0,DC,Dubai International Stadium,05 October 2020,123.0
1922,Sandeep Sharma,4.0,19,2,12.0,CSK,Dubai International Stadium,13 October 2020,124.0
1923,Sandeep Sharma,4.0,20,2,12.0,RCB,Sharjah Cricket Stadium,31 October 2020,125.0
1924,Harshal Patel,4.0,34,2,12.0,KKR,Sharjah Cricket Stadium,03 October 2020,126.0
1925,Shardul Thakur,4.0,40,2,12.0,RCB,Dubai International Stadium,10 October 2020,127.0
1926,Mohammad Shami,4.0,28,2,12.0,DC,Dubai International Stadium,20 October 2020,128.0
1927,Nathan Coulter-Nile,4.0,29,2,12.0,DC,Dubai International Stadium,10 November 2020,129.0
1928,Ravindra Jadeja,4.0,42,2,12.0,MI,Zayed Cricket Stadium,19 September 2020,130.0
1929,Shivam Mavi,4.0,20,2,12.0,RR,Dubai International Stadium,30 September 2020,131.0
1930,Anrich Nortje,4.0,44,2,12.0,CSK,Sharjah Cricket Stadium,17 October 2020,132.0
1931,Anrich Nortje,4.0,33,2,12.0,RR,Dubai International Stadium,14 October 2020,133.0
1932,Varun Chakaravarthy,4.0,20,2,12.0,RR,Dubai International Stadium,01 November 2020,134.0
1933,Jasprit Bumrah,4.0,32,2,12.0,KKR,Zayed Cricket Stadium,23 September 2020,135.0
1934,James Pattinson,4.0,29,2,12.0,SRH,Sharjah Cricket Stadium,04 October 2020,136.0
1935,Krunal Pandya,4.0,26,2,12.0,DC,Zayed Cricket Stadium,11 October 2020,137.0
1936,Ben Stokes,4.0,32,2,12.0,PBKS,Zayed Cricket Stadium,30 October 2020,138.0
1937,Deepak Chahar,4.0,31,2,12.0,SRH,Dubai International Stadium,02 October 2020,139.0
1938,T Natarajan,4.0,26,2,12.0,DC,Dubai International Stadium,27 October 2020,140.0
1939,Mohammed Siraj,4.0,28,2,12.0,SRH,Zayed Cricket Stadium,06 November 2020,141.0
1940,Bhuvneshwar Kumar,4.0,25,2,12.0,DC,Zayed Cricket Stadium,29 September 2020,142.0
1941,Sam Curran,4.0,26,2,12.0,KKR,Zayed Cricket Stadium,07 October 2020,143.0
1942,Murugan Ashwin,4.0,23,2,12.0,RCB,Sharjah Cricket Stadium,15 October 2020,144.0
1943,Deepak Chahar,4.0,31,2,12.0,RCB,Dubai International Stadium,25 October 2020,145.0
1944,Shahbaz Ahmed,4.0,26,2,12.0,DC,Zayed Cricket Stadium,02 November 2020,146.0
1945,Axar Patel,4.0,18,2,12.0,RCB,Dubai International Stadium,05 October 2020,147.0
1946,T Natarajan,4.0,41,2,12.0,CSK,Dubai International Stadium,13 October 2020,148.0
1947,Jason Holder,4.0,27,2,12.0,RCB,Sharjah Cricket Stadium,31 October 2020,149.0
1948,Kagiso Rabada,4.0,27,2,12.0,PBKS,Dubai International Stadium,20 October 2020,150.0
1949,Andre Russell,2.0,15,5,2.4,MI,Chidambaram,13 April 2021,
1950,Abhishek Sharma,1.0,4,2,3.0,MI,Zayed Cricket Stadium,08 October 2021,
1951,Kieron Pollard,1.0,8,2,3.0,PBKS,Zayed Cricket Stadium,28 September 2021,
1952,Shahbaz Ahmed,2.0,7,3,4.0,SRH,Chidambaram,14 April 2021,
1953,Shivam Mavi,3.1,21,4,4.75,RR,Sharjah Cricket Stadium,07 October 2021,
1954,Harshal Patel,3.1,17,4,4.75,MI,Dubai International Stadium,26 September 2021,
1955,Arshdeep Singh,4.0,32,5,4.8,RR,Dubai International Stadium,21 September 2021,
1956,Harshal Patel,4.0,27,5,4.8,MI,Chidambaram,09 April 2021,
